t_ms,code,microstrain
348.176,-468121,10.73
349.176,-463385,19.09
350.176,-461229,22.90
351.176,-457789,28.97
352.176,-454380,34.99
353.176,-449797,43.08
354.176,-448320,45.69
355.176,-444243,52.89
356.176,-441554,57.64
357.176,-438895,62.33
358.176,-435252,68.76
359.176,-432954,72.82
360.176,-428787,80.18
361.176,-426765,83.75
362.176,-423628,89.29
363.176,-420916,94.08
364.176,-417604,99.92
365.176,-414747,104.97
366.176,-412978,108.09
367.176,-409519,114.20
368.176,-407317,118.08
369.176,-403662,124.54
370.176,-401877,127.69
371.176,-400842,129.52
372.176,-394543,140.64
373.176,-396460,137.25
374.176,-392921,143.50
375.176,-390188,148.33
376.176,-391472,146.06
377.176,-388275,151.70
378.176,-385131,157.25
379.176,-383833,159.55
380.176,-383621,159.92
381.176,-380618,165.22
382.176,-379438,167.31
383.176,-378388,169.16
384.176,-376306,172.84
385.176,-375810,173.71
386.176,-370319,183.41
387.176,-371633,181.09
388.176,-370668,182.79
389.176,-370258,183.51
390.176,-369096,185.57
391.176,-369041,185.66
392.176,-367988,187.52
393.176,-366517,190.12
394.176,-365518,191.88
395.176,-363593,195.28
396.176,-365278,192.31
397.176,-366432,190.27
398.176,-364904,192.97
399.176,-365590,191.76
400.176,-365213,192.42
401.176,-365365,192.15
402.176,-365228,192.39
405.203,-367554,187.88
406.203,-369009,185.31
407.203,-367684,187.65
408.203,-367241,188.44
409.203,-367472,188.03
410.203,-368750,185.77
411.203,-369503,184.44
412.203,-370289,183.05
413.203,-372446,179.25
414.203,-372666,178.86
415.203,-373426,177.52
416.203,-375909,173.13
417.203,-376260,172.51
418.203,-377502,170.32
419.203,-380791,164.51
420.203,-380225,165.51
421.203,-383969,158.90
422.203,-384147,158.59
423.203,-388014,151.76
424.203,-389189,149.69
425.203,-391301,145.96
426.203,-393340,142.36
427.203,-394758,139.85
428.203,-398923,132.50
429.203,-398203,133.77
430.203,-402369,126.42
431.203,-405260,121.31
432.203,-406930,118.36
433.203,-409728,113.42
434.203,-411683,109.97
435.203,-413784,106.26
436.203,-418157,98.54
437.203,-421547,92.56
438.203,-423245,89.56
439.203,-425363,85.82
440.203,-429371,78.74
441.203,-431976,74.14
442.203,-433823,70.88
443.203,-438478,62.66
444.203,-439432,60.98
445.203,-443272,54.20
446.203,-447397,46.92
447.203,-449482,43.24
448.203,-453730,35.74
449.203,-456136,31.49
450.203,-459039,26.36
451.203,-463400,18.66
452.203,-465457,15.03
453.203,-470361,6.37
454.203,-472680,2.28
455.203,-475260,-2.28
456.203,-479473,-9.71
457.203,-482419,-14.92
458.203,-486568,-22.24
459.203,-489742,-27.84
460.203,-492334,-32.42
461.203,-496588,-39.93
462.203,-497189,-40.99
463.203,-501152,-47.99
464.203,-503872,-52.79
465.203,-508382,-60.75
466.203,-507816,-59.76
467.203,-514157,-70.95
468.203,-518697,-78.97
469.203,-519668,-80.68
470.203,-521863,-84.56
471.203,-524312,-88.88
472.203,-528605,-96.46
473.203,-531278,-101.18
474.203,-534019,-106.02
475.203,-535455,-108.55
476.203,-538451,-113.84
477.203,-542648,-121.25
478.203,-544500,-124.52
479.203,-547186,-129.26
480.203,-549430,-133.23
481.203,-550480,-135.08
482.203,-552706,-139.01
483.203,-556616,-145.91
484.203,-556441,-145.60
485.203,-559973,-151.84
486.203,-562492,-156.29
487.203,-562816,-156.86
488.203,-566186,-162.81
489.203,-566981,-164.21
490.203,-570415,-170.28
491.203,-570514,-170.45
492.203,-573453,-175.64
493.203,-572245,-173.51
494.203,-574089,-176.76
495.203,-574955,-178.29
496.203,-574642,-177.74
497.203,-578872,-185.21
498.203,-577094,-182.07
499.203,-578445,-184.45
500.203,-578600,-184.73
501.203,-578169,-183.97
502.203,-577108,-182.09
503.203,-577008,-181.92
506.232,-580253,-186.84
507.232,-579892,-186.20
508.232,-580732,-187.69
509.232,-578640,-183.99
510.232,-577126,-181.32
511.232,-579907,-186.23
512.232,-576986,-181.07
513.232,-574949,-177.48
514.232,-576020,-179.37
515.232,-575958,-179.26
516.232,-573998,-175.80
517.232,-572743,-173.58
518.232,-572398,-172.97
519.232,-571373,-171.16
520.232,-569888,-168.54
521.232,-567824,-164.90
522.232,-565667,-161.09
523.232,-565269,-160.38
524.232,-563152,-156.65
525.232,-561348,-153.46
526.232,-558859,-149.07
527.232,-556796,-145.43
528.232,-555867,-143.79
529.232,-553500,-139.61
530.232,-552635,-138.08
531.232,-548992,-131.65
532.232,-545624,-125.70
533.232,-544574,-123.85
534.232,-541257,-117.99
535.232,-538370,-112.89
536.232,-537234,-110.89
537.232,-535023,-106.98
538.232,-532128,-101.87
539.232,-528088,-94.74
540.232,-525714,-90.55
541.232,-519656,-79.85
542.232,-520735,-81.76
543.232,-518695,-78.16
544.232,-512761,-67.68
545.232,-511198,-64.92
546.232,-508096,-59.44
547.232,-502491,-49.55
548.232,-500500,-46.03
549.232,-496701,-39.33
550.232,-494079,-34.70
551.232,-491538,-30.21
552.232,-487581,-23.22
553.232,-485299,-19.19
554.232,-480551,-10.81
555.232,-477118,-4.75
556.232,-474616,-0.33
557.232,-471979,4.32
558.232,-467522,12.19
559.232,-464436,17.64
560.232,-461429,22.95
561.232,-459020,27.20
562.232,-456399,31.83
563.232,-452224,39.20
564.232,-449212,44.52
565.232,-447089,48.27
566.232,-443726,54.20
567.232,-437608,65.01
568.232,-437471,65.25
569.232,-433923,71.51
570.232,-431609,75.60
571.232,-427234,83.32
572.232,-424186,88.70
573.232,-420867,94.56
574.232,-417725,100.11
575.232,-416958,101.46
576.232,-414555,105.71
577.232,-410662,112.58
578.232,-407265,118.58
579.232,-406031,120.76
580.232,-401558,128.65
581.232,-400342,130.80
582.232,-396676,137.27
583.232,-395566,139.23
584.232,-394304,141.46
585.232,-391498,146.41
586.232,-390278,148.57
587.232,-388332,152.00
588.232,-386843,154.63
589.232,-384193,159.31
590.232,-384375,158.99
591.232,-381654,163.79
592.232,-380500,165.83
593.232,-379047,168.40
594.232,-376948,172.10
595.232,-375914,173.93
596.232,-375734,174.25
597.232,-372990,179.09
598.232,-370576,183.35
599.232,-369822,184.68
600.232,-369093,185.97
601.232,-367171,189.37
602.232,-368776,186.53
603.232,-366474,190.60
604.232,-366540,190.48
607.303,-368243,182.46
608.303,-365236,187.77
609.303,-365267,187.71
610.303,-363887,190.15
611.303,-366288,185.91
612.303,-365950,186.50
613.303,-366293,185.90
614.303,-365776,186.81
615.303,-363693,190.49
616.303,-366500,185.53
617.303,-366997,184.66
618.303,-368125,182.66
619.303,-368698,181.65
620.303,-367878,183.10
621.303,-368993,181.13
622.303,-370698,178.12
623.303,-370813,177.92
624.303,-370743,178.04
625.303,-372021,175.79
626.303,-374132,172.06
627.303,-374831,170.83
628.303,-378427,164.48
629.303,-381530,159.00
630.303,-381409,159.21
631.303,-384005,154.63
632.303,-385014,152.85
633.303,-385235,152.46
634.303,-387849,147.84
635.303,-389102,145.63
636.303,-392475,139.67
637.303,-393853,137.24
638.303,-396227,133.05
639.303,-399564,127.16
640.303,-399202,127.80
641.303,-400873,124.85
642.303,-403365,120.45
643.303,-409062,110.39
644.303,-410436,107.96
645.303,-410664,107.56
646.303,-416384,97.46
647.303,-417456,95.57
648.303,-420655,89.92
649.303,-424423,83.27
650.303,-426115,80.28
651.303,-430467,72.60
652.303,-433031,68.07
653.303,-436331,62.24
654.303,-439918,55.91
655.303,-440573,54.75
656.303,-444182,48.38
657.303,-447956,41.72
658.303,-450568,37.11
659.303,-453928,31.18
660.303,-456350,26.90
661.303,-461305,18.15
662.303,-462030,16.87
663.303,-467376,7.43
664.303,-471268,0.56
665.303,-474101,-4.44
666.303,-476291,-8.31
667.303,-481053,-16.71
668.303,-483550,-21.12
669.303,-487451,-28.01
670.303,-490537,-33.46
671.303,-493864,-39.33
672.303,-497514,-45.78
673.303,-498946,-48.30
674.303,-503697,-56.69
675.303,-506945,-62.43
676.303,-507873,-64.07
677.303,-511688,-70.80
678.303,-514512,-75.79
679.303,-518490,-82.81
680.303,-522456,-89.81
681.303,-524331,-93.12
682.303,-527474,-98.67
683.303,-529363,-102.01
684.303,-532016,-106.69
685.303,-535004,-111.97
686.303,-537580,-116.51
687.303,-541807,-123.98
688.303,-540569,-121.79
689.303,-545480,-130.46
690.303,-548052,-135.00
691.303,-548260,-135.37
692.303,-554034,-145.57
693.303,-554033,-145.56
694.303,-554425,-146.26
695.303,-558229,-152.97
696.303,-561645,-159.00
697.303,-563174,-161.70
698.303,-563523,-162.32
699.303,-564862,-164.68
700.303,-568253,-170.67
701.303,-569441,-172.77
702.303,-568158,-170.50
703.303,-573018,-179.08
704.303,-571510,-176.42
705.303,-573729,-180.34
708.358,-571022,-170.43
709.358,-569327,-167.44
710.358,-574841,-177.17
711.358,-577781,-182.36
712.358,-577541,-181.94
713.358,-578610,-183.83
714.358,-580466,-187.10
715.358,-578945,-184.42
716.358,-578518,-183.66
717.358,-580447,-187.07
718.358,-575515,-178.36
719.358,-577524,-181.91
720.358,-578404,-183.46
721.358,-577782,-182.37
722.358,-577033,-181.04
723.358,-578119,-182.96
724.358,-577137,-181.23
725.358,-576029,-179.27
726.358,-574341,-176.29
727.358,-573828,-175.38
728.358,-572798,-173.57
729.358,-571447,-171.18
730.358,-568673,-166.28
731.358,-568184,-165.42
732.358,-567236,-163.75
733.358,-565603,-160.86
734.358,-560953,-152.65
735.358,-563083,-156.41
736.358,-559866,-150.73
737.358,-558298,-147.97
738.358,-556977,-145.63
739.358,-555918,-143.76
740.358,-552962,-138.54
741.358,-551837,-136.56
742.358,-547712,-129.28
743.358,-545272,-124.97
744.358,-544232,-123.13
745.358,-541666,-118.60
746.358,-538412,-112.86
747.358,-534577,-106.08
748.358,-534059,-105.17
749.358,-532118,-101.74
750.358,-527120,-92.92
751.358,-526255,-91.39
752.358,-519843,-80.07
753.358,-518546,-77.78
754.358,-515254,-71.97
755.358,-511997,-66.22
756.358,-509100,-61.10
757.358,-505670,-55.05
758.358,-503162,-50.62
759.358,-498647,-42.65
760.358,-496811,-39.41
761.358,-493376,-33.34
762.358,-487795,-23.49
763.358,-487823,-23.54
764.358,-483023,-15.06
765.358,-479236,-8.38
766.358,-476113,-2.86
767.358,-474394,0.17
768.358,-470270,7.45
769.358,-464348,17.91
770.358,-464339,17.92
771.358,-462073,21.92
772.358,-458589,28.07
773.358,-456264,32.18
774.358,-452133,39.47
775.358,-447264,48.07
776.358,-446511,49.40
777.358,-441679,57.93
778.358,-439705,61.42
779.358,-436080,67.82
780.358,-433310,72.71
781.358,-431072,76.66
782.358,-428554,81.10
783.358,-423289,90.40
784.358,-422407,91.96
785.358,-418766,98.38
786.358,-416328,102.69
787.358,-413148,108.30
788.358,-410037,113.80
789.358,-408801,115.98
790.358,-406267,120.45
791.358,-401938,128.09
792.358,-398680,133.85
793.358,-398087,134.89
794.358,-396031,138.52
795.358,-394073,141.98
796.358,-391610,146.33
797.358,-389639,149.81
798.358,-387365,153.82
799.358,-386677,155.04
800.358,-383696,160.30
801.358,-383509,160.63
802.358,-380704,165.58
803.358,-379014,168.57
804.358,-378298,169.83
805.358,-374822,175.97
806.358,-375642,174.52
809.363,-374131,169.66
810.363,-372079,173.28
811.363,-371531,174.25
812.363,-370002,176.95
813.363,-370674,175.77
814.363,-368870,178.95
815.363,-368918,178.87
816.363,-367488,181.39
817.363,-367552,181.28
818.363,-367639,181.12
819.363,-366720,182.75
820.363,-364239,187.13
821.363,-365997,184.02
822.363,-365048,185.70
823.363,-364264,187.08
824.363,-366258,183.56
825.363,-365482,184.93
826.363,-366423,183.27
827.363,-364974,185.83
828.363,-366392,183.33
829.363,-367199,181.90
830.363,-367978,180.52
831.363,-368585,179.45
832.363,-369386,178.04
833.363,-369375,178.06
834.363,-372009,173.41
835.363,-372888,171.86
836.363,-373307,171.12
837.363,-373086,171.51
838.363,-377222,164.20
839.363,-377684,163.39
840.363,-379741,159.76
841.363,-380950,157.62
842.363,-381656,156.38
843.363,-385620,149.38
844.363,-386968,147.00
845.363,-386751,147.38
846.363,-392087,137.96
847.363,-391753,138.55
848.363,-392795,136.71
849.363,-394568,133.58
850.363,-398165,127.23
851.363,-401997,120.46
852.363,-401501,121.34
853.363,-405158,114.88
854.363,-407102,111.45
855.363,-410444,105.55
856.363,-410720,105.06
857.363,-414802,97.86
858.363,-418021,92.17
859.363,-420764,87.33
860.363,-422374,84.49
861.363,-426706,76.84
862.363,-430507,70.13
863.363,-430321,70.46
864.363,-435593,61.15
865.363,-437999,56.90
866.363,-442407,49.12
867.363,-444391,45.61
868.363,-446669,41.59
869.363,-449553,36.50
870.363,-452953,30.50
871.363,-455043,26.81
872.363,-459701,18.58
873.363,-462687,13.31
874.363,-466129,7.24
875.363,-469651,1.02
876.363,-472782,-4.51
877.363,-476667,-11.37
878.363,-479783,-16.87
879.363,-482530,-21.72
880.363,-488663,-32.55
881.363,-490229,-35.31
882.363,-491679,-37.87
883.363,-495553,-44.71
884.363,-500263,-53.03
885.363,-502225,-56.49
886.363,-505271,-61.87
887.363,-508232,-67.10
888.363,-510357,-70.85
889.363,-511852,-73.49
890.363,-515326,-79.62
891.363,-520328,-88.46
892.363,-522255,-91.86
893.363,-524823,-96.39
894.363,-528716,-103.26
895.363,-530358,-106.16
896.363,-531733,-108.59
897.363,-537761,-119.23
898.363,-537798,-119.30
899.363,-543830,-129.95
900.363,-545291,-132.53
901.363,-547230,-135.95
902.363,-550002,-140.85
903.363,-551636,-143.73
904.363,-553107,-146.33
905.363,-556399,-152.14
906.363,-559782,-158.11
907.363,-561425,-161.01
910.393,-560760,-152.34
911.393,-561002,-152.77
912.393,-566318,-162.15
913.393,-564243,-158.49
914.393,-570023,-168.69
915.393,-571015,-170.44
916.393,-572270,-172.66
917.393,-572016,-172.21
918.393,-573451,-174.74
919.393,-572443,-172.97
920.393,-576859,-180.76
921.393,-577981,-182.74
922.393,-577541,-181.97
923.393,-576635,-180.37
924.393,-578375,-183.44
925.393,-579788,-185.93
926.393,-578428,-183.53
927.393,-577973,-182.73
928.393,-577525,-181.94
929.393,-578912,-184.39
930.393,-578445,-183.56
931.393,-579580,-185.57
932.393,-578458,-183.58
933.393,-576822,-180.70
934.393,-576558,-180.23
935.393,-577307,-181.55
936.393,-577924,-182.64
937.393,-574081,-175.86
938.393,-575273,-177.96
939.393,-572693,-173.41
940.393,-572604,-173.25
941.393,-570398,-169.35
942.393,-568293,-165.64
943.393,-567186,-163.68
944.393,-565974,-161.54
945.393,-563375,-156.96
946.393,-563305,-156.83
947.393,-562375,-155.19
948.393,-561525,-153.69
949.393,-558416,-148.20
950.393,-556807,-145.36
951.393,-553249,-139.08
952.393,-552679,-138.07
953.393,-548926,-131.44
954.393,-547617,-129.13
955.393,-543283,-121.48
956.393,-541351,-118.07
957.393,-539599,-114.98
958.393,-534865,-106.62
959.393,-535474,-107.69
960.393,-532913,-103.17
961.393,-528139,-94.74
962.393,-526215,-91.35
963.393,-522470,-84.74
964.393,-518646,-77.98
965.393,-515821,-73.00
966.393,-513694,-69.24
967.393,-512841,-67.74
968.393,-508490,-60.05
969.393,-504498,-53.01
970.393,-498972,-43.25
971.393,-496692,-39.22
972.393,-493649,-33.85
973.393,-490703,-28.65
974.393,-486841,-21.83
975.393,-485261,-19.04
976.393,-481515,-12.43
977.393,-477700,-5.69
978.393,-475705,-2.17
979.393,-470503,7.01
980.393,-466181,14.64
981.393,-466385,14.28
982.393,-463130,20.03
983.393,-459447,26.53
984.393,-456416,31.89
985.393,-453722,36.64
986.393,-449118,44.77
987.393,-447236,48.09
988.393,-443741,54.26
989.393,-439582,61.61
990.393,-438249,63.96
991.393,-435178,69.38
992.393,-430340,77.92
993.393,-429483,79.44
994.393,-425520,86.43
995.393,-421862,92.89
996.393,-420341,95.58
997.393,-416653,102.09
998.393,-414249,106.33
999.393,-412270,109.83
1000.393,-408021,117.33
1001.393,-407145,118.88
1002.393,-403281,125.70
1003.393,-401483,128.87
1004.393,-401106,129.54
1005.393,-396538,137.60
1006.393,-395828,138.86
1007.393,-389752,149.58
1008.393,-391420,146.64
1011.446,-389935,140.49
1012.446,-385537,148.25
1013.446,-386421,146.69
1014.446,-384224,150.57
1015.446,-381492,155.39
1016.446,-378005,161.55
1017.446,-377865,161.80
1018.446,-377046,163.24
1019.446,-377186,163.00
1020.446,-374035,168.56
1021.446,-373984,168.65
1022.446,-371965,172.21
1023.446,-371796,172.51
1024.446,-369412,176.72
1025.446,-368183,178.89
1026.446,-367727,179.70
1027.446,-366682,181.54
1028.446,-365995,182.75
1029.446,-365680,183.31
1030.446,-365125,184.29
1031.446,-364840,184.79
1032.446,-365864,182.98
1033.446,-364318,185.71
1034.446,-365570,183.50
1035.446,-364897,184.69
1036.446,-366158,182.47
1037.446,-365694,183.28
1038.446,-367030,180.93
1039.446,-363704,186.80
1040.446,-365100,184.33
1041.446,-367552,180.00
1042.446,-366882,181.19
1043.446,-368326,178.64
1044.446,-369798,176.04
1045.446,-371004,173.91
1046.446,-368287,178.71
1047.446,-372273,171.67
1048.446,-373349,169.77
1049.446,-374896,167.04
1050.446,-375975,165.13
1051.446,-377275,162.84
1052.446,-381156,155.99
1053.446,-380205,157.67
1054.446,-383163,152.44
1055.446,-383730,151.44
1056.446,-386194,147.09
1057.446,-387852,144.16
1058.446,-390937,138.72
1059.446,-393091,134.91
1060.446,-394894,131.73
1061.446,-397848,126.52
1062.446,-398878,124.70
1063.446,-402671,118.00
1064.446,-403853,115.91
1065.446,-405909,112.28
1066.446,-408664,107.42
1067.446,-409257,106.37
1068.446,-413678,98.57
1069.446,-416173,94.16
1070.446,-419585,88.14
1071.446,-422037,83.81
1072.446,-424525,79.42
1073.446,-427630,73.93
1074.446,-429426,70.76
1075.446,-432729,64.93
1076.446,-438283,55.13
1077.446,-439959,52.17
1078.446,-441854,48.82
1079.446,-447307,39.19
1080.446,-449505,35.31
1081.446,-451437,31.90
1082.446,-454574,26.36
1083.446,-458372,19.66
1084.446,-461770,13.66
1085.446,-466408,5.47
1086.446,-467569,3.42
1087.446,-472729,-5.69
1088.446,-474471,-8.77
1089.446,-479057,-16.86
1090.446,-482462,-22.87
1091.446,-484196,-25.94
1092.446,-489646,-35.56
1093.446,-491806,-39.37
1094.446,-494046,-43.33
1095.446,-498658,-51.47
1096.446,-500443,-54.62
1097.446,-503861,-60.65
1098.446,-506420,-65.17
1099.446,-510184,-71.82
1100.446,-514089,-78.71
1101.446,-514504,-79.45
1102.446,-519007,-87.40
1103.446,-521407,-91.63
1104.446,-523433,-95.21
1105.446,-527670,-102.69
1106.446,-531506,-109.46
1107.446,-534435,-114.63
1108.446,-535163,-115.92
1109.446,-538894,-122.51
1112.490,-540538,-116.86
1113.490,-540128,-116.14
1114.490,-547108,-128.46
1115.490,-548247,-130.47
1116.490,-547834,-129.74
1117.490,-550071,-133.69
1118.490,-553726,-140.15
1119.490,-557578,-146.95
1120.490,-558646,-148.83
1121.490,-561949,-154.66
1122.490,-562989,-156.50
1123.490,-562257,-155.21
1124.490,-566838,-163.30
1125.490,-566609,-162.89
1126.490,-569044,-167.19
1127.490,-571578,-171.66
1128.490,-571992,-172.40
1129.490,-575795,-179.11
1130.490,-574449,-176.73
