t_ms,code,microstrain
210.118,-490838,-3.29
211.118,-494866,-10.40
212.118,-499274,-18.19
213.118,-498259,-16.39
214.118,-498446,-16.72
215.118,-506179,-30.38
216.118,-508700,-34.83
217.118,-503505,-25.66
218.118,-511431,-39.65
219.118,-507181,-32.15
220.118,-511706,-40.13
221.118,-513599,-43.48
222.118,-518432,-52.01
223.118,-525367,-64.25
224.118,-517875,-51.03
225.118,-526578,-66.39
226.118,-525829,-65.07
227.118,-528070,-69.03
228.118,-526480,-66.22
229.118,-532425,-76.71
230.118,-533895,-79.31
231.118,-532756,-77.30
232.118,-531565,-75.20
233.118,-533526,-78.66
234.118,-538728,-87.84
235.118,-536200,-83.38
236.118,-540234,-90.50
237.118,-550148,-108.01
238.118,-550896,-109.33
239.118,-546897,-102.27
240.118,-547241,-102.87
241.118,-547689,-103.66
242.118,-546848,-102.18
243.118,-549827,-107.44
244.118,-552150,-111.54
245.118,-554233,-115.22
246.118,-553253,-113.49
247.118,-552820,-112.72
248.118,-556707,-119.59
249.118,-556906,-119.94
250.118,-557499,-120.98
251.118,-557334,-120.69
252.118,-557013,-120.13
253.118,-550491,-108.61
254.118,-559145,-123.89
255.118,-555039,-116.64
256.118,-557111,-120.30
257.118,-557953,-121.79
258.118,-558169,-122.17
259.118,-555126,-116.79
260.118,-560467,-126.22
261.118,-558942,-123.53
262.118,-552757,-112.61
263.118,-557953,-121.79
264.118,-557137,-120.35
265.118,-559376,-124.30
266.118,-553358,-113.67
267.118,-551981,-111.24
268.118,-553049,-113.13
269.118,-552733,-112.57
270.118,-545819,-100.36
271.118,-549303,-106.51
272.118,-548444,-105.00
273.118,-542896,-95.20
274.118,-541254,-92.30
275.118,-543799,-96.80
276.118,-537984,-86.53
277.118,-540646,-91.23
278.118,-542715,-94.88
279.118,-533339,-78.33
280.118,-535281,-81.76
281.118,-531162,-74.49
282.118,-525366,-64.25
283.118,-528005,-68.91
284.118,-525494,-64.48
285.118,-525365,-64.25
286.118,-517397,-50.18
287.118,-522069,-58.43
288.118,-522730,-59.60
289.118,-511146,-39.15
290.118,-519899,-54.60
291.118,-510633,-38.24
292.118,-507577,-32.84
293.118,-503258,-25.22
294.118,-509341,-35.96
295.118,-496587,-13.44
296.118,-497546,-15.13
297.118,-491954,-5.26
298.118,-484277,8.29
299.118,-486504,4.36
300.118,-486651,4.10
303.170,-480781,-19.89
304.170,-480181,-18.83
305.170,-478957,-16.67
306.170,-473648,-7.30
307.170,-468441,1.90
308.170,-465902,6.38
309.170,-459817,17.12
310.170,-459212,18.19
311.170,-461948,13.36
312.170,-459064,18.45
313.170,-450367,33.81
314.170,-451273,32.21
315.170,-443802,45.40
316.170,-444727,43.77
317.170,-440514,51.20
318.170,-443512,45.91
319.170,-435502,60.05
320.170,-429647,70.39
321.170,-431222,67.61
322.170,-429831,70.06
323.170,-427666,73.89
324.170,-423681,80.92
325.170,-422741,82.58
326.170,-416584,93.45
327.170,-414834,96.54
328.170,-413059,99.68
329.170,-414646,96.87
330.170,-410824,103.62
331.170,-406201,111.78
332.170,-403921,115.81
333.170,-402578,118.18
334.170,-401239,120.54
335.170,-399267,124.03
336.170,-394995,131.57
337.170,-391619,137.53
338.170,-389968,140.44
339.170,-395734,130.26
340.170,-389701,140.92
341.170,-389852,140.65
342.170,-384713,149.72
343.170,-389485,141.30
344.170,-385133,148.98
345.170,-385235,148.80
346.170,-380082,157.90
347.170,-377567,162.34
348.170,-377474,162.50
349.170,-378873,160.03
350.170,-380864,156.52
351.170,-375788,165.48
352.170,-376010,165.09
353.170,-378933,159.93
354.170,-377249,162.90
355.170,-377212,162.97
356.170,-373369,169.75
357.170,-376773,163.74
358.170,-378285,161.07
359.170,-377393,162.65
360.170,-381578,155.26
361.170,-378139,161.33
362.170,-377015,163.31
363.170,-379430,159.05
364.170,-382579,153.49
365.170,-384974,149.26
366.170,-381104,156.09
367.170,-382025,154.47
368.170,-381465,155.46
369.170,-384912,149.37
370.170,-384321,150.41
371.170,-390576,139.37
372.170,-389854,140.65
373.170,-392554,135.88
374.170,-394908,131.72
375.170,-393343,134.49
376.170,-391500,137.74
377.170,-395373,130.90
378.170,-394180,133.01
379.170,-399532,123.56
380.170,-401725,119.69
381.170,-404522,114.75
382.170,-405139,113.66
383.170,-405779,112.53
384.170,-409511,105.94
385.170,-413083,99.63
386.170,-412686,100.33
387.170,-414742,96.70
388.170,-418004,90.95
389.170,-415070,96.13
390.170,-421713,84.40
391.170,-428315,72.74
392.170,-423209,81.76
393.170,-429441,70.75
394.170,-435059,60.83
395.170,-435729,59.65
396.170,-438263,55.18
397.170,-438108,55.45
398.170,-443425,46.06
399.170,-445109,43.09
400.170,-448970,36.27
401.170,-448079,37.85
404.236,-451284,52.37
405.236,-463751,30.36
406.236,-455125,45.59
407.236,-455330,45.23
408.236,-466546,25.43
409.236,-475050,10.42
410.236,-466798,24.98
411.236,-477892,5.40
412.236,-478676,4.01
413.236,-481160,-0.37
414.236,-478204,4.85
415.236,-487151,-10.95
416.236,-486131,-9.15
417.236,-494747,-24.36
418.236,-495027,-24.86
419.236,-494327,-23.62
420.236,-496888,-28.14
421.236,-500339,-34.23
422.236,-496012,-26.59
423.236,-500631,-34.75
424.236,-502330,-37.75
425.236,-503750,-40.26
426.236,-509323,-50.10
427.236,-510587,-52.33
428.236,-511113,-53.26
429.236,-518489,-66.28
430.236,-520378,-69.61
431.236,-520937,-70.60
432.236,-526072,-79.67
433.236,-525946,-79.44
434.236,-531074,-88.50
435.236,-535759,-96.77
436.236,-528823,-84.52
437.236,-536179,-97.51
438.236,-535546,-96.39
439.236,-538708,-101.98
440.236,-536037,-97.26
441.236,-539701,-103.73
442.236,-543766,-110.91
443.236,-536669,-98.38
444.236,-542396,-108.49
445.236,-545679,-114.28
446.236,-543850,-111.05
447.236,-547203,-116.97
448.236,-543913,-111.17
449.236,-542572,-108.80
450.236,-551700,-124.91
451.236,-551844,-125.17
452.236,-550943,-123.58
453.236,-555096,-130.91
454.236,-551231,-124.09
455.236,-555739,-132.04
456.236,-556478,-133.35
457.236,-557724,-135.55
458.236,-556297,-133.03
459.236,-556304,-133.04
460.236,-559943,-139.47
461.236,-553490,-128.07
462.236,-557537,-135.22
463.236,-561514,-142.24
464.236,-555905,-132.34
465.236,-557068,-134.39
466.236,-557520,-135.19
467.236,-556365,-133.15
468.236,-553607,-128.28
469.236,-557199,-134.62
470.236,-557455,-135.07
471.236,-558367,-136.68
472.236,-555744,-132.05
473.236,-556460,-133.32
474.236,-554123,-129.19
475.236,-553955,-128.89
476.236,-550213,-122.29
477.236,-546481,-115.70
478.236,-549042,-120.22
479.236,-540695,-105.48
480.236,-544959,-113.01
481.236,-542092,-107.95
482.236,-548474,-119.22
483.236,-543037,-109.62
484.236,-546664,-116.02
485.236,-541926,-107.66
486.236,-540989,-106.00
487.236,-529176,-85.15
488.236,-530381,-87.27
489.236,-534597,-94.72
490.236,-535803,-96.85
491.236,-532182,-90.45
492.236,-523679,-75.44
493.236,-517571,-64.66
494.236,-521396,-71.41
495.236,-519939,-68.84
496.236,-521316,-71.27
497.236,-511064,-53.17
498.236,-511488,-53.92
499.236,-512116,-55.03
500.236,-508970,-49.47
501.236,-508658,-48.92
502.236,-501300,-35.93
505.296,-497967,-49.65
506.296,-492364,-39.76
507.296,-495932,-46.06
508.296,-491628,-38.46
509.296,-488343,-32.66
510.296,-485254,-27.20
511.296,-482841,-22.94
512.296,-475386,-9.78
513.296,-475651,-10.25
514.296,-465632,7.44
515.296,-470115,-0.48
516.296,-464068,10.20
517.296,-464523,9.40
518.296,-463466,11.26
519.296,-459447,18.36
520.296,-455426,25.46
521.296,-455936,24.56
522.296,-453445,28.96
523.296,-446876,40.55
524.296,-450491,34.17
525.296,-439928,52.82
526.296,-435360,60.89
527.296,-441831,49.46
528.296,-438628,55.12
529.296,-427616,74.56
530.296,-427432,74.88
531.296,-420203,87.65
532.296,-419802,88.35
533.296,-421174,85.93
534.296,-419129,89.54
535.296,-417269,92.83
536.296,-410117,105.45
537.296,-410617,104.57
538.296,-411276,103.41
539.296,-405489,113.62
540.296,-399727,123.80
541.296,-402568,118.78
542.296,-400470,122.49
543.296,-394190,133.57
544.296,-398465,126.03
545.296,-393106,135.49
546.296,-394395,133.21
547.296,-390999,139.21
548.296,-389697,141.51
549.296,-391228,138.80
550.296,-384397,150.86
551.296,-389576,141.72
552.296,-382550,154.12
553.296,-385653,148.65
554.296,-383213,152.95
555.296,-382978,153.37
556.296,-382830,153.63
557.296,-379118,160.18
558.296,-380533,157.68
559.296,-381877,155.31
560.296,-381010,156.84
561.296,-378184,161.83
562.296,-378331,161.57
563.296,-378080,162.02
564.296,-375532,166.51
565.296,-379560,159.40
566.296,-378139,161.91
567.296,-379115,160.19
568.296,-381356,156.23
569.296,-378916,160.54
570.296,-378644,161.02
571.296,-378893,160.58
572.296,-376785,164.30
573.296,-381921,155.23
574.296,-386535,147.09
575.296,-377652,162.77
576.296,-381767,155.51
577.296,-389471,141.90
578.296,-386967,146.33
579.296,-387271,145.79
580.296,-394899,132.32
581.296,-391614,138.12
582.296,-392927,135.80
583.296,-387993,144.51
584.296,-397226,128.21
585.296,-391720,137.93
586.296,-395559,131.16
587.296,-400556,122.33
588.296,-403424,117.27
589.296,-406112,112.52
590.296,-405314,113.93
591.296,-404323,115.68
592.296,-409694,106.20
593.296,-412824,100.67
594.296,-413715,99.10
595.296,-409095,107.26
596.296,-422719,83.20
597.296,-416228,94.66
598.296,-424859,79.43
599.296,-427859,74.13
600.296,-429005,72.11
601.296,-430694,69.12
602.296,-432090,66.66
603.296,-435636,60.40
606.355,-442060,62.50
607.355,-437484,70.58
608.355,-446204,55.18
609.355,-443003,60.83
610.355,-448284,51.51
611.355,-452399,44.24
612.355,-454326,40.84
613.355,-461217,28.67
614.355,-461897,27.47
615.355,-459515,31.68
616.355,-462575,26.28
617.355,-468265,16.23
618.355,-463092,25.36
619.355,-478803,-2.37
620.355,-468132,16.47
621.355,-480080,-4.63
622.355,-477598,-0.25
623.355,-483512,-10.69
624.355,-486389,-15.77
625.355,-493076,-27.57
626.355,-492162,-25.96
627.355,-492604,-26.74
628.355,-497267,-34.97
629.355,-501589,-42.60
630.355,-503388,-45.78
631.355,-505091,-48.79
632.355,-508311,-54.47
633.355,-505440,-49.40
634.355,-505155,-48.90
635.355,-510943,-59.12
636.355,-511621,-60.32
637.355,-521086,-77.03
638.355,-514399,-65.22
639.355,-526283,-86.20
640.355,-518233,-71.99
641.355,-531013,-94.55
642.355,-527978,-89.20
643.355,-530144,-93.02
644.355,-532071,-96.42
645.355,-530848,-94.26
646.355,-533269,-98.54
647.355,-536452,-104.16
648.355,-535615,-102.68
649.355,-541124,-112.40
650.355,-538041,-106.96
651.355,-547205,-123.14
652.355,-544705,-118.73
653.355,-552091,-131.77
654.355,-545300,-119.78
655.355,-542711,-115.21
656.355,-551241,-130.27
657.355,-550474,-128.91
658.355,-555338,-137.50
659.355,-548915,-126.16
660.355,-553604,-134.44
661.355,-553347,-133.99
662.355,-553973,-135.09
663.355,-553768,-134.73
664.355,-560731,-147.02
665.355,-554265,-135.61
666.355,-554485,-135.99
667.355,-558400,-142.91
668.355,-552569,-132.61
669.355,-558550,-143.17
670.355,-559148,-144.23
671.355,-555087,-137.06
672.355,-554913,-136.75
673.355,-558475,-143.04
674.355,-562023,-149.30
675.355,-559073,-144.09
676.355,-555902,-138.50
677.355,-559010,-143.98
678.355,-558251,-142.64
679.355,-553099,-133.55
680.355,-556582,-139.70
681.355,-552525,-132.53
682.355,-555419,-137.64
683.355,-557137,-140.68
684.355,-555013,-136.93
685.355,-548574,-125.56
686.355,-551930,-131.48
687.355,-548936,-126.20
688.355,-544055,-117.58
689.355,-546154,-121.29
690.355,-545331,-119.83
691.355,-542491,-114.82
692.355,-540838,-111.90
693.355,-536603,-104.42
694.355,-537177,-105.44
695.355,-531659,-95.69
696.355,-531807,-95.96
697.355,-531001,-94.53
698.355,-533951,-99.74
699.355,-532515,-97.21
700.355,-528780,-90.61
701.355,-524697,-83.40
702.355,-525298,-84.46
703.355,-524230,-82.58
704.355,-522745,-79.96
707.415,-512420,-74.63
708.415,-515491,-80.05
709.415,-510584,-71.39
710.415,-505351,-62.15
711.415,-508369,-67.48
712.415,-502273,-56.71
713.415,-499816,-52.38
714.415,-491529,-37.75
715.415,-494651,-43.26
716.415,-491321,-37.38
717.415,-482258,-21.38
718.415,-489459,-34.09
719.415,-482813,-22.36
720.415,-481033,-19.21
721.415,-479134,-15.86
722.415,-476312,-10.88
723.415,-469221,1.64
724.415,-469062,1.92
725.415,-463667,11.45
726.415,-464855,9.35
727.415,-451416,33.08
728.415,-458478,20.61
729.415,-453950,28.60
730.415,-450469,34.75
731.415,-447212,40.50
732.415,-444386,45.49
733.415,-438101,56.58
734.415,-437288,58.02
735.415,-433987,63.85
736.415,-430621,69.79
737.415,-428327,73.84
738.415,-431805,67.70
739.415,-425280,79.22
740.415,-423100,83.07
741.415,-419428,89.55
742.415,-416849,94.11
743.415,-417224,93.44
744.415,-412417,101.93
745.415,-412796,101.26
746.415,-410671,105.01
747.415,-407662,110.33
748.415,-404854,115.28
749.415,-407744,110.18
750.415,-399899,124.03
751.415,-399880,124.06
752.415,-394067,134.33
753.415,-394920,132.82
754.415,-394390,133.76
755.415,-389775,141.91
756.415,-392677,136.78
757.415,-387036,146.74
758.415,-387543,145.85
759.415,-384216,151.72
760.415,-386221,148.18
761.415,-383662,152.70
762.415,-380851,157.66
763.415,-377997,162.70
764.415,-379270,160.45
765.415,-384126,151.88
766.415,-380857,157.65
767.415,-380430,158.40
768.415,-374058,169.65
769.415,-377979,162.73
770.415,-379510,160.03
771.415,-379093,160.76
772.415,-377469,163.63
773.415,-373691,170.30
774.415,-377744,163.15
775.415,-374307,169.21
776.415,-373980,169.79
777.415,-375671,166.81
778.415,-380337,158.57
779.415,-379509,160.03
780.415,-379586,159.89
781.415,-380694,157.94
782.415,-385000,150.34
783.415,-381541,156.44
784.415,-384039,152.03
785.415,-386444,147.79
786.415,-388076,144.90
787.415,-384112,151.90
788.415,-390870,139.97
789.415,-392793,136.58
790.415,-394561,133.46
791.415,-390643,140.37
792.415,-394870,132.91
793.415,-396693,129.69
794.415,-396481,130.07
795.415,-399789,124.23
796.415,-404134,116.55
797.415,-401015,122.06
798.415,-405037,114.96
799.415,-411199,104.08
800.415,-409779,106.59
801.415,-412967,100.96
802.415,-417213,93.46
803.415,-409216,107.58
804.415,-417223,93.44
805.415,-411550,103.46
808.475,-423414,91.71
809.475,-425411,88.19
810.475,-426128,86.92
811.475,-425594,87.86
812.475,-431598,77.26
813.475,-432978,74.83
814.475,-442519,57.98
815.475,-442167,58.60
816.475,-440388,61.74
817.475,-445863,52.08
818.475,-448899,46.72
819.475,-454758,36.37
820.475,-450161,44.49
821.475,-451233,42.60
822.475,-458496,29.77
823.475,-459502,28.00
824.475,-455053,35.85
825.475,-464631,18.94
826.475,-468964,11.29
827.475,-465949,16.61
828.475,-473728,2.88
829.475,-472809,4.50
830.475,-478530,-5.60
831.475,-483271,-13.97
832.475,-482507,-12.62
833.475,-489495,-24.96
834.475,-494054,-33.01
835.475,-488986,-24.06
836.475,-494421,-33.65
837.475,-497463,-39.03
838.475,-500945,-45.17
839.475,-505468,-53.16
840.475,-502852,-48.54
841.475,-506737,-55.40
842.475,-514036,-68.29
843.475,-513369,-67.11
844.475,-515283,-70.49
845.475,-514426,-68.97
846.475,-521054,-80.68
847.475,-516255,-72.20
848.475,-524659,-87.04
849.475,-528445,-93.73
850.475,-525134,-87.88
851.475,-530958,-98.16
852.475,-533410,-102.49
853.475,-533043,-101.84
854.475,-532768,-101.36
855.475,-535371,-105.95
856.475,-537343,-109.43
857.475,-534642,-104.67
858.475,-542755,-118.99
859.475,-538185,-110.92
860.475,-542581,-118.68
861.475,-540357,-114.76
862.475,-545780,-124.33
863.475,-544091,-121.35
864.475,-548801,-129.66
865.475,-551560,-134.54
866.475,-549463,-130.83
867.475,-550725,-133.06
868.475,-555251,-141.05
869.475,-554547,-139.81
870.475,-553151,-137.34
871.475,-553353,-137.70
872.475,-556711,-143.63
873.475,-558748,-147.23
874.475,-556888,-143.94
875.475,-559257,-148.12
876.475,-558148,-146.17
877.475,-562857,-154.48
878.475,-559872,-149.21
879.475,-558973,-147.62
880.475,-555578,-141.63
881.475,-561339,-151.80
882.475,-558131,-146.14
883.475,-562452,-153.77
884.475,-555298,-141.14
885.475,-564943,-158.16
886.475,-563175,-155.04
887.475,-552405,-136.03
888.475,-558838,-147.39
889.475,-551374,-134.21
890.475,-555950,-142.29
891.475,-548263,-128.71
892.475,-554827,-140.30
893.475,-551372,-134.20
894.475,-551194,-133.89
895.475,-553358,-137.71
896.475,-553378,-137.75
897.475,-549532,-130.96
898.475,-541964,-117.59
899.475,-545911,-124.56
900.475,-537541,-109.78
901.475,-540955,-115.81
902.475,-539229,-112.76
903.475,-537441,-109.61
904.475,-537806,-110.25
905.475,-534192,-103.87
906.475,-532591,-101.05
909.534,-522162,-91.39
910.534,-525853,-97.91
911.534,-521979,-91.07
912.534,-523776,-94.24
913.534,-522261,-91.56
914.534,-519224,-86.20
915.534,-510925,-71.55
916.534,-510266,-70.39
917.534,-514366,-77.63
918.534,-506028,-62.90
919.534,-505196,-61.44
920.534,-502647,-56.94
921.534,-498893,-50.31
922.534,-495331,-44.02
923.534,-490778,-35.98
924.534,-493182,-40.22
925.534,-494281,-42.17
926.534,-487703,-30.55
927.534,-480935,-18.60
928.534,-481767,-20.07
929.534,-481868,-20.25
930.534,-475178,-8.44
931.534,-467893,4.42
932.534,-470710,-0.55
933.534,-464536,10.35
934.534,-463369,12.41
935.534,-457157,23.38
936.534,-461357,15.96
937.534,-453681,29.52
938.534,-449269,37.31
939.534,-446543,42.12
940.534,-445274,44.36
941.534,-446428,42.32
942.534,-440540,52.72
943.534,-441686,50.69
944.534,-431667,68.38
945.534,-428599,73.80
946.534,-427338,76.03
947.534,-425363,79.51
948.534,-423936,82.03
949.534,-421498,86.34
950.534,-419777,89.37
951.534,-420654,87.83
952.534,-417860,92.76
953.534,-414246,99.14
954.534,-413325,100.77
955.534,-410000,106.64
956.534,-413572,100.33
957.534,-400009,124.28
958.534,-400317,123.73
959.534,-395103,132.94
960.534,-397319,129.03
961.534,-398287,127.32
962.534,-392626,137.31
963.534,-390522,141.03
964.534,-389781,142.33
965.534,-393256,136.20
966.534,-387958,145.55
967.534,-386193,148.67
968.534,-383784,152.92
969.534,-385178,150.46
970.534,-383376,153.64
971.534,-386936,147.36
972.534,-382289,155.56
973.534,-380880,158.05
974.534,-379329,160.79
975.534,-384167,152.25
976.534,-378021,163.10
977.534,-373440,171.18
978.534,-376605,165.60
979.534,-379198,161.02
980.534,-378959,161.44
981.534,-375354,167.81
982.534,-382134,155.84
983.534,-377746,163.58
984.534,-376378,166.00
985.534,-378322,162.57
986.534,-384449,151.75
987.534,-379463,160.55
988.534,-381637,156.71
989.534,-380639,158.47
990.534,-377984,163.16
991.534,-381599,156.78
992.534,-382545,155.11
993.534,-389039,143.64
994.534,-384244,152.11
995.534,-393635,135.53
996.534,-393131,136.42
997.534,-393151,136.38
998.534,-387645,146.11
999.534,-394219,134.50
1000.534,-391794,138.78
1001.534,-396960,129.66
1002.534,-396906,129.75
1003.534,-394539,133.93
1004.534,-399291,125.54
1005.534,-401822,121.08
1006.534,-405030,115.41
1007.534,-407465,111.11
1008.534,-408603,109.10
1011.615,-412734,108.23
1012.615,-413343,107.15
1013.615,-417063,100.58
1014.615,-419962,95.47
1015.615,-415821,102.78
1016.615,-419943,95.50
1017.615,-424528,87.40
1018.615,-430840,76.26
1019.615,-427480,82.19
1020.615,-427064,82.93
1021.615,-437716,64.12
1022.615,-435911,67.31
1023.615,-440613,59.01
1024.615,-443148,54.53
1025.615,-444380,52.35
1026.615,-445207,50.89
1027.615,-448397,45.26
1028.615,-448170,45.66
1029.615,-456546,30.88
1030.615,-452709,37.65
1031.615,-461123,22.79
1032.615,-459283,26.04
1033.615,-471418,4.62
1034.615,-464573,16.70
1035.615,-477096,-5.41
1036.615,-477022,-5.28
1037.615,-475094,-1.87
1038.615,-481115,-12.50
1039.615,-481176,-12.61
1040.615,-484755,-18.93
1041.615,-480523,-11.46
1042.615,-497474,-41.38
1043.615,-492080,-31.86
1044.615,-496054,-38.88
1045.615,-502220,-49.76
1046.615,-496402,-39.49
1047.615,-499888,-45.65
1048.615,-506352,-57.06
1049.615,-506876,-57.98
1050.615,-510749,-64.82
1051.615,-506922,-58.07
1052.615,-514410,-71.29
1053.615,-515678,-73.52
1054.615,-514961,-72.26
1055.615,-524289,-88.73
1056.615,-520326,-81.73
1057.615,-523058,-86.55
1058.615,-530651,-99.96
1059.615,-529243,-97.47
1060.615,-532162,-102.63
1061.615,-533532,-105.05
1062.615,-534365,-106.52
1063.615,-533886,-105.67
1064.615,-537109,-111.36
1065.615,-537407,-111.89
1066.615,-533609,-105.18
1067.615,-542652,-121.15
1068.615,-535222,-108.03
1069.615,-539814,-116.14
1070.615,-543128,-121.99
1071.615,-548661,-131.76
1072.615,-545409,-126.02
1073.615,-553586,-140.45
1074.615,-544417,-124.26
1075.615,-550694,-135.35
1076.615,-550515,-135.03
1077.615,-553170,-139.72
1078.615,-551549,-136.86
1079.615,-556598,-145.77
1080.615,-556882,-146.27
1081.615,-556932,-146.36
1082.615,-556788,-146.11
1083.615,-554438,-141.96
1084.615,-556340,-145.32
1085.615,-562095,-155.48
1086.615,-558555,-149.23
1087.615,-562981,-157.04
1088.615,-562388,-155.99
1089.615,-557509,-147.38
1090.615,-558134,-148.48
1091.615,-556756,-146.05
1092.615,-559420,-150.75
1093.615,-557181,-146.80
1094.615,-558468,-149.07
1095.615,-555472,-143.78
1096.615,-556592,-145.76
1097.615,-553677,-140.61
1098.615,-552052,-137.74
1099.615,-555349,-143.57
1100.615,-552192,-137.99
1101.615,-545719,-126.56
1102.615,-546912,-128.67
1103.615,-551910,-137.49
1104.615,-546063,-127.17
1105.615,-545701,-126.53
1106.615,-547043,-128.90
1107.615,-543570,-122.77
1108.615,-538979,-114.66
1109.615,-545541,-126.25
1112.682,-539299,-121.16
1113.682,-544552,-130.43
1114.682,-538271,-119.34
1115.682,-530673,-105.93
1116.682,-532818,-109.71
1117.682,-531778,-107.88
1118.682,-524022,-94.18
1119.682,-521484,-89.70
1120.682,-529625,-104.08
1121.682,-519100,-85.49
1122.682,-524078,-94.28
1123.682,-512022,-73.00
1124.682,-512251,-73.40
1125.682,-508583,-66.93
1126.682,-507167,-64.43
1127.682,-501299,-54.07
1128.682,-502496,-56.18
1129.682,-501541,-54.49
