t_ms,code,microstrain
117.042,-485641,-27.20
118.042,-483530,-23.48
119.042,-482450,-21.57
120.042,-479219,-15.87
121.042,-477846,-13.44
122.042,-475258,-8.87
123.042,-473012,-4.91
124.042,-470907,-1.19
125.042,-468925,2.31
126.042,-467462,4.89
127.042,-464443,10.22
128.042,-461286,15.79
129.042,-459975,18.11
130.042,-456893,23.55
131.042,-455185,26.57
132.042,-454010,28.64
133.042,-452141,31.94
134.042,-449091,37.33
135.042,-447901,39.43
136.042,-444677,45.12
137.042,-442496,48.97
138.042,-441733,50.32
139.042,-439121,54.93
140.042,-438187,56.58
141.042,-436297,59.91
142.042,-434818,62.53
143.042,-432651,66.35
144.042,-431673,68.08
145.042,-428380,73.89
146.042,-426638,76.97
147.042,-425775,78.49
148.042,-423832,81.92
149.042,-422518,84.24
150.042,-420864,87.16
151.042,-418679,91.02
152.042,-417242,93.56
153.042,-416346,95.14
154.042,-414836,97.80
155.042,-413759,99.71
156.042,-412682,101.61
157.042,-411058,104.47
158.042,-410765,104.99
159.042,-409202,107.75
160.042,-408473,109.04
161.042,-406415,112.67
162.042,-405394,114.47
163.042,-404378,116.27
164.042,-404160,116.65
165.042,-402815,119.03
166.042,-402437,119.70
167.042,-402279,119.97
168.042,-402311,119.92
169.042,-401317,121.67
170.042,-400846,122.50
171.042,-400222,123.61
172.042,-399519,124.85
173.042,-399500,124.88
174.042,-400814,122.56
175.042,-399779,124.39
176.042,-399649,124.62
177.042,-400584,122.97
178.042,-400119,123.79
179.042,-400661,122.83
180.042,-400442,123.22
181.042,-400667,122.82
182.042,-401913,120.62
183.042,-401395,121.53
184.042,-402988,118.72
185.042,-401844,120.74
186.042,-403252,118.26
187.042,-403997,116.94
188.042,-404524,116.01
189.042,-405123,114.95
190.042,-406552,112.43
191.042,-407158,111.36
192.042,-407282,111.14
193.042,-409116,107.90
194.042,-410735,105.04
195.042,-410686,105.13
196.042,-412705,101.57
197.042,-413135,100.81
198.042,-414035,99.22
199.042,-416761,94.41
202.101,-417371,107.52
203.101,-419000,104.64
204.101,-420820,101.43
205.101,-422044,99.27
206.101,-423523,96.66
207.101,-425279,93.56
208.101,-425759,92.71
209.101,-427747,89.20
210.101,-430333,84.63
211.101,-431452,82.66
212.101,-433294,79.40
213.101,-434960,76.46
214.101,-436444,73.84
215.101,-438387,70.41
216.101,-438848,69.60
217.101,-441384,65.12
218.101,-443030,62.22
219.101,-445721,57.46
220.101,-447163,54.92
221.101,-449760,50.33
222.101,-450404,49.20
223.101,-452614,45.29
224.101,-454741,41.54
225.101,-456253,38.87
226.101,-457702,36.31
227.101,-461380,29.82
228.101,-461691,29.27
229.101,-464376,24.53
230.101,-466539,20.71
231.101,-468332,17.54
232.101,-469466,15.54
233.101,-471561,11.84
234.101,-473981,7.57
235.101,-476090,3.85
236.101,-479632,-2.41
237.101,-480204,-3.42
238.101,-481868,-6.35
239.101,-484284,-10.62
240.101,-485628,-12.99
241.101,-488065,-17.30
242.101,-490652,-21.86
243.101,-491937,-24.13
244.101,-493829,-27.47
245.101,-496488,-32.17
246.101,-497114,-33.27
247.101,-499962,-38.30
248.101,-500034,-38.43
249.101,-503341,-44.27
250.101,-503789,-45.06
251.101,-506348,-49.58
252.101,-507951,-52.41
253.101,-510190,-56.36
254.101,-512083,-59.70
255.101,-512929,-61.19
256.101,-514741,-64.39
257.101,-515516,-65.76
258.101,-517303,-68.92
259.101,-518175,-70.46
260.101,-519960,-73.61
261.101,-520592,-74.72
262.101,-522396,-77.91
263.101,-524094,-80.91
264.101,-525335,-83.10
265.101,-526056,-84.37
266.101,-526788,-85.66
267.101,-527944,-87.70
268.101,-529345,-90.18
269.101,-530144,-91.59
270.101,-530954,-93.02
271.101,-531046,-93.18
272.101,-531589,-94.14
273.101,-533043,-96.71
274.101,-533030,-96.68
275.101,-533584,-97.66
276.101,-534336,-98.99
277.101,-535216,-100.54
278.101,-534555,-99.38
279.101,-536379,-102.60
280.101,-535880,-101.72
281.101,-536501,-102.81
282.101,-536439,-102.70
283.101,-536501,-102.81
284.101,-536783,-103.31
285.101,-536808,-103.35
286.101,-536116,-102.13
287.101,-536871,-103.46
288.101,-536120,-102.14
289.101,-536002,-101.93
290.101,-536222,-102.32
291.101,-535876,-101.71
292.101,-534696,-99.62
293.101,-533383,-97.31
294.101,-533036,-96.69
295.101,-532515,-95.77
296.101,-531684,-94.31
297.101,-532457,-95.67
298.101,-530897,-92.92
299.101,-530291,-91.85
300.101,-528829,-89.27
303.168,-528879,-102.96
304.168,-527037,-99.70
305.168,-525981,-97.84
306.168,-524174,-94.65
307.168,-524104,-94.52
308.168,-521359,-89.68
309.168,-520274,-87.76
310.168,-518240,-84.17
311.168,-517665,-83.16
312.168,-515302,-78.98
313.168,-515125,-78.67
314.168,-513769,-76.28
315.168,-511711,-72.64
316.168,-509575,-68.87
317.168,-507318,-64.89
318.168,-506733,-63.86
319.168,-504684,-60.24
320.168,-501534,-54.68
321.168,-500180,-52.29
322.168,-497447,-47.46
323.168,-496582,-45.93
324.168,-493541,-40.56
325.168,-492775,-39.21
326.168,-490254,-34.76
327.168,-487958,-30.71
328.168,-485832,-26.95
329.168,-483931,-23.60
330.168,-480876,-18.20
331.168,-479511,-15.79
332.168,-477281,-11.86
333.168,-475013,-7.85
334.168,-472309,-3.08
335.168,-470342,0.39
336.168,-468892,2.95
337.168,-466284,7.56
338.168,-463441,12.58
339.168,-461606,15.82
340.168,-460383,17.98
341.168,-456833,24.25
342.168,-455926,25.85
343.168,-452391,32.09
344.168,-451605,33.48
345.168,-450090,36.15
346.168,-447959,39.91
347.168,-446200,43.02
348.168,-443545,47.71
349.168,-441358,51.57
350.168,-439539,54.78
351.168,-438023,57.45
352.168,-435525,61.87
353.168,-434172,64.25
354.168,-432187,67.76
355.168,-431132,69.62
356.168,-428848,73.65
357.168,-426108,78.49
358.168,-424937,80.56
359.168,-423757,82.64
360.168,-422232,85.33
361.168,-420392,88.58
362.168,-418079,92.67
363.168,-417756,93.24
364.168,-416112,96.14
365.168,-413627,100.53
366.168,-413096,101.46
367.168,-412236,102.98
368.168,-411201,104.81
369.168,-410373,106.27
370.168,-408280,109.97
371.168,-408586,109.43
372.168,-407154,111.96
373.168,-405850,114.26
374.168,-404285,117.02
375.168,-404359,116.89
376.168,-402940,119.40
377.168,-401345,122.21
378.168,-403155,119.02
379.168,-402761,119.71
380.168,-400898,123.00
381.168,-400509,123.69
382.168,-400444,123.80
383.168,-399839,124.87
384.168,-400134,124.35
385.168,-399554,125.37
386.168,-400080,124.44
387.168,-400268,124.11
388.168,-399541,125.40
389.168,-400040,124.52
390.168,-400697,123.36
391.168,-400988,122.84
392.168,-402068,120.93
393.168,-401785,121.43
394.168,-402213,120.68
395.168,-401824,121.37
396.168,-402048,120.97
397.168,-402668,119.88
398.168,-403864,117.76
399.168,-404672,116.34
400.168,-405788,114.37
401.168,-406324,113.42
404.203,-407567,115.79
405.203,-407722,115.52
406.203,-409422,112.51
407.203,-411588,108.69
408.203,-411911,108.12
409.203,-412965,106.26
410.203,-414687,103.22
411.203,-414207,104.07
412.203,-415697,101.44
413.203,-417444,98.35
414.203,-419145,95.35
415.203,-420870,92.30
416.203,-422313,89.75
417.203,-423374,87.88
418.203,-425472,84.18
419.203,-427037,81.41
420.203,-428157,79.44
421.203,-429633,76.83
422.203,-430893,74.61
423.203,-432752,71.32
424.203,-434554,68.14
425.203,-436602,64.53
426.203,-438163,61.77
427.203,-440447,57.74
428.203,-440914,56.91
429.203,-444512,50.56
430.203,-446073,47.81
431.203,-446598,46.88
432.203,-448842,42.92
433.203,-451264,38.64
434.203,-453203,35.22
435.203,-454324,33.24
436.203,-456117,30.07
437.203,-457941,26.85
438.203,-460659,22.05
439.203,-463260,17.46
440.203,-463893,16.34
441.203,-467245,10.42
442.203,-468092,8.93
443.203,-470224,5.17
444.203,-472789,0.64
445.203,-474462,-2.32
446.203,-476397,-5.73
447.203,-479212,-10.70
448.203,-480216,-12.48
449.203,-482645,-16.76
450.203,-484952,-20.84
451.203,-486621,-23.78
452.203,-488617,-27.31
453.203,-490159,-30.03
454.203,-492293,-33.80
455.203,-493504,-35.94
456.203,-495535,-39.52
457.203,-498833,-45.34
458.203,-499543,-46.60
459.203,-500882,-48.96
460.203,-502757,-52.27
461.203,-505046,-56.31
462.203,-505823,-57.69
463.203,-508345,-62.14
464.203,-510008,-65.07
465.203,-511186,-67.15
466.203,-512499,-69.47
467.203,-514869,-73.66
468.203,-516010,-75.67
469.203,-517048,-77.50
470.203,-517779,-78.79
471.203,-520288,-83.22
472.203,-520739,-84.02
473.203,-522810,-87.68
474.203,-523739,-89.32
475.203,-525361,-92.18
476.203,-525912,-93.15
477.203,-527536,-96.02
478.203,-528047,-96.92
479.203,-528361,-97.48
480.203,-530031,-100.43
481.203,-531452,-102.94
482.203,-531245,-102.57
483.203,-532273,-104.38
484.203,-532522,-104.82
485.203,-534005,-107.44
486.203,-533585,-106.70
487.203,-534521,-108.35
488.203,-535478,-110.04
489.203,-534968,-109.14
490.203,-536218,-111.35
491.203,-536244,-111.40
492.203,-535752,-110.53
493.203,-536013,-110.99
494.203,-536641,-112.10
495.203,-536404,-111.68
496.203,-536842,-112.45
497.203,-536527,-111.90
498.203,-535671,-110.38
499.203,-536489,-111.83
500.203,-535914,-110.81
501.203,-534903,-109.03
502.203,-534920,-109.06
505.285,-534359,-112.23
506.285,-534739,-112.90
507.285,-533793,-111.23
508.285,-534099,-111.77
509.285,-532955,-109.75
510.285,-531269,-106.78
511.285,-531246,-106.74
512.285,-529892,-104.35
513.285,-528632,-102.12
514.285,-527130,-99.47
515.285,-527905,-100.84
516.285,-526212,-97.85
517.285,-523932,-93.82
518.285,-523881,-93.73
519.285,-521495,-89.52
520.285,-520550,-87.85
521.285,-519677,-86.31
522.285,-517758,-82.92
523.285,-515358,-78.69
524.285,-513797,-75.93
525.285,-512669,-73.94
526.285,-510802,-70.64
527.285,-509499,-68.34
528.285,-507277,-64.42
529.285,-506020,-62.20
530.285,-503056,-56.97
531.285,-501454,-54.14
532.285,-499781,-51.18
533.285,-498307,-48.58
534.285,-495735,-44.04
535.285,-493816,-40.65
536.285,-491699,-36.92
537.285,-489928,-33.79
538.285,-486878,-28.40
539.285,-484286,-23.83
540.285,-482828,-21.25
541.285,-482335,-20.38
542.285,-479777,-15.87
543.285,-476686,-10.41
544.285,-474280,-6.16
545.285,-472689,-3.35
546.285,-471260,-0.83
547.285,-468372,4.27
548.285,-465701,8.99
549.285,-464401,11.28
550.285,-462123,15.30
551.285,-458861,21.06
552.285,-456745,24.80
553.285,-455608,26.80
554.285,-453456,30.60
555.285,-451167,34.65
556.285,-449394,37.78
557.285,-447732,40.71
558.285,-446098,43.60
559.285,-443229,48.66
560.285,-441512,51.69
561.285,-438665,56.72
562.285,-438665,56.72
563.285,-436459,60.61
564.285,-434927,63.32
565.285,-432114,68.28
566.285,-431187,69.92
567.285,-429105,73.60
568.285,-426361,78.44
569.285,-426069,78.96
570.285,-422971,84.43
571.285,-422235,85.73
572.285,-419008,91.42
573.285,-418400,92.50
574.285,-417300,94.44
575.285,-415104,98.32
576.285,-414143,100.01
577.285,-412871,102.26
578.285,-411632,104.45
579.285,-411245,105.13
580.285,-409780,107.72
581.285,-408478,110.01
582.285,-407584,111.59
583.285,-405841,114.67
584.285,-405455,115.35
585.285,-404866,116.39
586.285,-404454,117.12
587.285,-403367,119.04
588.285,-402581,120.43
589.285,-401173,122.91
590.285,-401994,121.46
591.285,-401591,122.17
592.285,-400878,123.43
593.285,-400287,124.48
594.285,-399659,125.59
595.285,-399584,125.72
596.285,-399846,125.25
597.285,-399689,125.53
598.285,-399275,126.26
599.285,-400508,124.09
600.285,-400218,124.60
601.285,-400331,124.40
602.285,-399928,125.11
603.285,-400346,124.37
606.332,-401362,122.75
607.332,-401393,122.69
608.332,-402785,120.24
609.332,-402026,121.58
610.332,-403352,119.24
611.332,-404295,117.57
612.332,-404098,117.92
613.332,-404894,116.51
614.332,-405560,115.34
615.332,-407998,111.03
616.332,-408793,109.63
617.332,-409156,108.99
618.332,-410488,106.64
619.332,-411590,104.69
620.332,-411799,104.32
621.332,-414302,99.90
622.332,-414334,99.85
623.332,-416505,96.01
624.332,-418532,92.43
625.332,-419582,90.58
626.332,-420418,89.10
627.332,-422023,86.27
628.332,-423634,83.43
629.332,-424579,81.76
630.332,-427280,76.99
631.332,-429076,73.82
632.332,-430240,71.76
633.332,-431899,68.83
634.332,-432820,67.21
635.332,-434939,63.47
636.332,-436917,59.97
637.332,-438151,57.80
638.332,-440761,53.19
639.332,-441650,51.62
640.332,-443471,48.40
641.332,-445792,44.31
642.332,-447202,41.82
643.332,-448517,39.49
644.332,-451425,34.36
645.332,-452824,31.89
646.332,-455012,28.03
647.332,-456338,25.69
648.332,-458242,22.32
649.332,-460475,18.38
650.332,-461885,15.89
651.332,-464369,11.51
652.332,-466430,7.87
653.332,-468097,4.93
654.332,-470287,1.06
655.332,-472359,-2.60
656.332,-473791,-5.13
657.332,-476617,-10.12
658.332,-479048,-14.41
659.332,-480758,-17.43
660.332,-482303,-20.16
661.332,-484928,-24.79
662.332,-485856,-26.43
663.332,-489066,-32.10
664.332,-490844,-35.24
665.332,-491563,-36.50
666.332,-494218,-41.19
667.332,-496041,-44.41
668.332,-498257,-48.32
669.332,-500258,-51.86
670.332,-501885,-54.73
671.332,-502973,-56.65
672.332,-504425,-59.21
673.332,-507069,-63.88
674.332,-507225,-64.16
675.332,-509699,-68.52
676.332,-511608,-71.90
677.332,-513500,-75.24
678.332,-513595,-75.40
679.332,-516007,-79.66
680.332,-516977,-81.37
681.332,-518943,-84.85
682.332,-519832,-86.41
683.332,-520768,-88.07
684.332,-522010,-90.26
685.332,-523835,-93.48
686.332,-525183,-95.86
687.332,-526301,-97.84
688.332,-527317,-99.63
689.332,-528108,-101.03
690.332,-528839,-102.32
691.332,-529755,-103.93
692.332,-530223,-104.76
693.332,-532061,-108.01
694.332,-532059,-108.00
695.332,-532998,-109.66
696.332,-533939,-111.32
697.332,-533804,-111.08
698.332,-534688,-112.64
699.332,-535553,-114.17
700.332,-535272,-113.67
701.332,-535500,-114.08
702.332,-536311,-115.51
703.332,-536769,-116.32
704.332,-536522,-115.88
707.357,-536992,-116.52
708.357,-537935,-118.18
709.357,-536926,-116.40
710.357,-536744,-116.08
711.357,-537674,-117.72
712.357,-536034,-114.83
713.357,-536069,-114.89
714.357,-536329,-115.35
715.357,-535602,-114.06
716.357,-533963,-111.17
717.357,-534525,-112.16
718.357,-533471,-110.30
719.357,-533634,-110.59
720.357,-532210,-108.08
721.357,-531397,-106.64
722.357,-530922,-105.80
723.357,-529346,-103.02
724.357,-528980,-102.37
725.357,-527692,-100.10
726.357,-527085,-99.03
727.357,-525879,-96.90
728.357,-524582,-94.61
729.357,-523855,-93.32
730.357,-522512,-90.95
731.357,-520107,-86.71
732.357,-519845,-86.24
733.357,-518267,-83.46
734.357,-516307,-80.00
735.357,-513636,-75.28
736.357,-513153,-74.43
737.357,-511845,-72.12
738.357,-509944,-68.76
739.357,-508171,-65.63
740.357,-506623,-62.90
741.357,-504502,-59.16
742.357,-501470,-53.80
743.357,-500528,-52.14
744.357,-497975,-47.63
745.357,-496036,-44.21
746.357,-493562,-39.84
747.357,-493013,-38.87
748.357,-489946,-33.46
749.357,-488536,-30.97
750.357,-485814,-26.16
751.357,-483526,-22.12
752.357,-482066,-19.54
753.357,-480169,-16.19
754.357,-477977,-12.32
755.357,-475955,-8.75
756.357,-473082,-3.68
757.357,-471285,-0.51
758.357,-469012,3.50
759.357,-467326,6.48
760.357,-464400,11.65
761.357,-462280,15.39
762.357,-459937,19.53
763.357,-458440,22.17
764.357,-456478,25.63
765.357,-454153,29.74
766.357,-452238,33.12
767.357,-449940,37.18
768.357,-447919,40.74
769.357,-446211,43.76
770.357,-443853,47.92
771.357,-442489,50.33
772.357,-439888,54.92
773.357,-437896,58.44
774.357,-436352,61.17
775.357,-434836,63.84
776.357,-433563,66.09
777.357,-430761,71.04
778.357,-429306,73.61
779.357,-426563,78.45
780.357,-426560,78.45
781.357,-424052,82.88
782.357,-422616,85.42
783.357,-420082,89.89
784.357,-419601,90.74
785.357,-416731,95.81
786.357,-416723,95.82
787.357,-414302,100.10
788.357,-414888,99.06
789.357,-412130,103.93
790.357,-410750,106.37
791.357,-410179,107.38
792.357,-408364,110.58
793.357,-407332,112.40
794.357,-405988,114.77
795.357,-405200,116.17
796.357,-404860,116.77
797.357,-404206,117.92
798.357,-403369,119.40
799.357,-403057,119.95
800.357,-402159,121.54
801.357,-401591,122.54
802.357,-400708,124.10
803.357,-400991,123.60
804.357,-400837,123.87
805.357,-399847,125.62
808.409,-399886,123.15
809.409,-399614,123.63
810.409,-399523,123.79
811.409,-399742,123.41
812.409,-399791,123.32
813.409,-398871,124.94
814.409,-399974,123.00
815.409,-400070,122.83
816.409,-400563,121.96
817.409,-401904,119.59
818.409,-401632,120.07
819.409,-402787,118.03
820.409,-402809,117.99
821.409,-403623,116.55
822.409,-403242,117.23
823.409,-404812,114.46
824.409,-404990,114.14
825.409,-405558,113.14
826.409,-407262,110.13
827.409,-408762,107.48
828.409,-408421,108.08
829.409,-409464,106.24
830.409,-410986,103.55
831.409,-411504,102.64
832.409,-413201,99.64
833.409,-414287,97.73
834.409,-415726,95.19
835.409,-417798,91.53
836.409,-419613,88.32
837.409,-420101,87.46
838.409,-421812,84.44
839.409,-423674,81.15
840.409,-425529,77.88
841.409,-425618,77.72
842.409,-427261,74.82
843.409,-429678,70.55
844.409,-431019,68.19
845.409,-433446,63.90
846.409,-434119,62.71
847.409,-436777,58.02
848.409,-437680,56.43
849.409,-439471,53.26
850.409,-440988,50.58
851.409,-442710,47.54
852.409,-445401,42.79
853.409,-447081,39.83
854.409,-449619,35.35
855.409,-451011,32.89
856.409,-452756,29.81
857.409,-454622,26.51
858.409,-456079,23.94
859.409,-457191,21.98
860.409,-460306,16.48
861.409,-461540,14.30
862.409,-464362,9.32
863.409,-465974,6.47
864.409,-469103,0.95
865.409,-469802,-0.29
866.409,-472012,-4.19
867.409,-474160,-7.98
868.409,-476582,-12.26
869.409,-477993,-14.75
870.409,-481007,-20.07
871.409,-482152,-22.09
872.409,-483598,-24.64
873.409,-485776,-28.49
874.409,-488248,-32.85
875.409,-489828,-35.64
876.409,-491472,-38.55
877.409,-493232,-41.65
878.409,-495766,-46.13
879.409,-497519,-49.22
880.409,-499611,-52.92
881.409,-500969,-55.31
882.409,-503020,-58.94
883.409,-503767,-60.25
884.409,-505404,-63.14
885.409,-507380,-66.63
886.409,-508809,-69.16
887.409,-511501,-73.91
888.409,-513182,-76.88
889.409,-514074,-78.45
890.409,-514853,-79.83
891.409,-516909,-83.46
892.409,-517965,-85.32
893.409,-520435,-89.68
894.409,-520599,-89.97
895.409,-521480,-91.53
896.409,-522333,-93.03
897.409,-524229,-96.38
898.409,-525271,-98.22
899.409,-526933,-101.15
900.409,-527538,-102.22
901.409,-527735,-102.57
902.409,-529273,-105.29
903.409,-529833,-106.27
904.409,-531518,-109.25
905.409,-531798,-109.74
906.409,-532549,-111.07
909.460,-533249,-109.74
910.460,-534748,-112.38
911.460,-532690,-108.75
912.460,-535297,-113.35
913.460,-534793,-112.46
914.460,-535557,-113.81
915.460,-535760,-114.17
916.460,-537261,-116.82
917.460,-536371,-115.25
918.460,-536199,-114.95
919.460,-536877,-116.14
920.460,-537183,-116.68
921.460,-535985,-114.57
922.460,-535712,-114.09
923.460,-535902,-114.42
924.460,-535771,-114.19
925.460,-535459,-113.64
926.460,-535069,-112.95
927.460,-535233,-113.24
928.460,-533689,-110.51
929.460,-533846,-110.79
930.460,-532755,-108.87
931.460,-532735,-108.83
932.460,-531899,-107.35
933.460,-530834,-105.47
934.460,-530297,-104.53
935.460,-528876,-102.02
936.460,-528230,-100.88
937.460,-526438,-97.71
938.460,-526087,-97.09
939.460,-525461,-95.99
940.460,-523299,-92.17
941.460,-522471,-90.71
942.460,-520365,-86.99
943.460,-519017,-84.61
944.460,-518336,-83.41
945.460,-517152,-81.32
946.460,-515707,-78.77
947.460,-513007,-74.00
948.460,-511987,-72.20
949.460,-510605,-69.76
950.460,-508657,-66.32
951.460,-506253,-62.08
952.460,-505556,-60.84
953.460,-502944,-56.23
954.460,-500852,-52.54
955.460,-499559,-50.26
956.460,-497253,-46.19
957.460,-494937,-42.10
958.460,-493641,-39.81
959.460,-491241,-35.57
960.460,-489746,-32.93
961.460,-487197,-28.43
962.460,-485433,-25.32
963.460,-482494,-20.13
964.460,-481106,-17.68
965.460,-478506,-13.09
966.460,-476201,-9.02
967.460,-473006,-3.38
968.460,-471509,-0.73
969.460,-469002,3.69
970.460,-467890,5.66
971.460,-465460,9.95
972.460,-462984,14.32
973.460,-460172,19.28
974.460,-458752,21.79
975.460,-456715,25.39
976.460,-454952,28.50
977.460,-452866,32.18
978.460,-450782,35.86
979.460,-449152,38.74
980.460,-446360,43.67
981.460,-445095,45.90
982.460,-442464,50.55
983.460,-440307,54.35
984.460,-439234,56.25
985.460,-436862,60.44
986.460,-434768,64.13
987.460,-433530,66.32
988.460,-431523,69.86
989.460,-429142,74.07
990.460,-427999,76.09
991.460,-425640,80.25
992.460,-423846,83.42
993.460,-422113,86.48
994.460,-420274,89.72
995.460,-419507,91.08
996.460,-418639,92.61
997.460,-416308,96.73
998.460,-414800,99.39
999.460,-414231,100.39
1000.460,-412612,103.25
1001.460,-411232,105.69
1002.460,-410165,107.57
1003.460,-409064,109.52
1004.460,-407288,112.65
1005.460,-406685,113.72
1006.460,-406430,114.17
1007.460,-404929,116.82
1010.512,-405358,112.11
1011.512,-403722,115.00
1012.512,-402739,116.73
1013.512,-402493,117.17
1014.512,-402119,117.83
1015.512,-402512,117.13
1016.512,-401696,118.57
1017.512,-401346,119.19
1018.512,-400061,121.46
1019.512,-401259,119.34
1020.512,-399873,121.79
1021.512,-400024,121.52
1022.512,-399677,122.14
1023.512,-400076,121.43
1024.512,-399412,122.61
1025.512,-400170,121.27
1026.512,-399852,121.83
1027.512,-399718,122.07
1028.512,-400461,120.75
1029.512,-401131,119.57
1030.512,-401971,118.09
1031.512,-402463,117.22
1032.512,-402946,116.37
1033.512,-403541,115.32
1034.512,-403491,115.40
1035.512,-405365,112.10
1036.512,-405761,111.40
1037.512,-406677,109.78
1038.512,-407959,107.52
1039.512,-407921,107.58
1040.512,-408580,106.42
1041.512,-411156,101.87
1042.512,-412378,99.71
1043.512,-411981,100.41
1044.512,-413436,97.85
1045.512,-414584,95.82
1046.512,-417271,91.07
1047.512,-417896,89.97
1048.512,-419750,86.70
1049.512,-421480,83.64
1050.512,-422289,82.22
1051.512,-423296,80.44
1052.512,-425567,76.43
1053.512,-427446,73.11
1054.512,-427636,72.77
1055.512,-430312,68.05
1056.512,-433044,63.23
1057.512,-433652,62.15
1058.512,-435154,59.50
1059.512,-436149,57.74
1060.512,-438102,54.30
1061.512,-442287,46.91
1062.512,-442143,47.16
1063.512,-442965,45.71
1064.512,-446680,39.15
1065.512,-448134,36.58
1066.512,-449511,34.15
1067.512,-451116,31.32
1068.512,-453273,27.51
1069.512,-454902,24.64
1070.512,-456952,21.02
1071.512,-458643,18.03
1072.512,-460814,14.20
1073.512,-462929,10.46
1074.512,-465266,6.34
1075.512,-466211,4.67
1076.512,-468604,0.44
1077.512,-470569,-3.03
1078.512,-472767,-6.91
1079.512,-474727,-10.37
1080.512,-477222,-14.77
1081.512,-478880,-17.70
1082.512,-480755,-21.01
1083.512,-482652,-24.36
1084.512,-484296,-27.26
1085.512,-486204,-30.63
1086.512,-488888,-35.37
1087.512,-490666,-38.51
1088.512,-492581,-41.89
1089.512,-494365,-45.04
1090.512,-495707,-47.41
1091.512,-497091,-49.85
1092.512,-498886,-53.02
1093.512,-500725,-56.27
1094.512,-502835,-59.99
1095.512,-505307,-64.36
1096.512,-506715,-66.84
1097.512,-509037,-70.94
1098.512,-508671,-70.30
1099.512,-510925,-74.28
1100.512,-512954,-77.86
1101.512,-514112,-79.90
1102.512,-516104,-83.42
1103.512,-517101,-85.18
1104.512,-519077,-88.67
1105.512,-520083,-90.44
1106.512,-521256,-92.52
1107.512,-522633,-94.95
1108.512,-523816,-97.03
1111.562,-526097,-97.11
1112.562,-527375,-99.37
1113.562,-527267,-99.18
1114.562,-528686,-101.68
1115.562,-529204,-102.60
1116.562,-531082,-105.91
1117.562,-529566,-103.24
1118.562,-531009,-105.79
1119.562,-532087,-107.69
1120.562,-532927,-109.17
1121.562,-533155,-109.57
1122.562,-533393,-109.99
1123.562,-534663,-112.24
1124.562,-535600,-113.89
1125.562,-535695,-114.06
1126.562,-535600,-113.89
1127.562,-535537,-113.78
1128.562,-536367,-115.25
1129.562,-536977,-116.32
1130.562,-536425,-115.35
