t_ms,code,microstrain
3253.520,-116371,-0.63
3256.551,-116340,-0.57
3259.581,-115856,0.28
3262.611,-116001,0.02
3265.958,-116426,-0.73
3268.988,-115844,0.30
3272.019,-115749,0.47
3275.049,-115967,0.08
3278.079,-116424,-0.72
3281.110,-115735,0.49
3284.140,-115823,0.34
3287.170,-115696,0.56
3290.513,-115743,0.48
3293.543,-116526,-0.90
3296.574,-116357,-0.60
3299.604,-115976,0.07
3302.634,-115976,0.07
3305.665,-115572,0.78
3308.695,-116156,-0.25
3311.725,-115719,0.52
3315.072,-116574,-0.99
3318.102,-116629,-1.08
3321.133,-115784,0.41
3324.163,-115859,0.28
3327.193,-115383,1.12
3330.224,-115800,0.38
3333.254,-115995,0.04
3336.284,-116182,-0.29
3339.624,-117258,-2.19
3342.654,-115511,0.89
3345.685,-115721,0.52
3348.715,-115518,0.88
3351.745,-115975,0.07
3354.776,-116368,-0.62
3357.806,-116269,-0.45
3360.836,-115860,0.27
3364.181,-115881,0.24
3367.211,-115833,0.32
3370.242,-115578,0.77
3373.272,-116284,-0.47
3376.302,-116196,-0.32
3379.333,-116235,-0.39
3382.363,-115598,0.74
3385.393,-115588,0.75
3388.728,-116139,-0.22
3391.758,-115765,0.44
3394.789,-115699,0.56
3397.819,-116292,-0.49
3400.849,-115707,0.54
3403.880,-115928,0.15
3406.910,-116165,-0.26
3409.940,-115952,0.11
3413.284,-116432,-0.74
3416.314,-116311,-0.52
3419.345,-116282,-0.47
3422.375,-115984,0.05
3425.405,-115712,0.54
3428.436,-115506,0.90
3431.466,-116189,-0.31
3434.496,-115786,0.40
3437.840,-116946,-1.64
3440.870,-115862,0.27
3443.901,-115604,0.73
3446.931,-115694,0.57
3449.961,-115593,0.75
3452.992,-116131,-0.20
3456.022,-116114,-0.17
3459.052,-116374,-0.63
3462.398,-116439,-0.75
3465.428,-115907,0.19
3468.459,-115674,0.60
3471.489,-116277,-0.46
3474.519,-116230,-0.38
3477.550,-116547,-0.94
3480.580,-116255,-0.42
3483.610,-115789,0.40
3486.951,-116199,-0.32
3489.981,-115679,0.59
3493.012,-116170,-0.27
3496.042,-116254,-0.42
3499.072,-116212,-0.35
3502.103,-116010,0.01
3505.133,-115569,0.79
3508.163,-115395,1.09
3511.517,-115746,0.48
3514.547,-116117,-0.18
3517.578,-116195,-0.32
3520.608,-116176,-0.28
3523.638,-115964,0.09
3526.669,-115705,0.55
3529.699,-115869,0.26
3532.729,-116240,-0.40
3536.074,-116444,-0.76
3539.104,-116478,-0.82
3542.135,-115702,0.55
3545.165,-115981,0.06
3548.195,-115978,0.07
3551.226,-115489,0.93
3554.256,-115767,0.44
3557.286,-116234,-0.39
3560.631,-116249,-0.41
3563.661,-115590,0.75
3566.692,-115526,0.86
3569.722,-115925,0.16
3572.752,-115934,0.14
3575.783,-116233,-0.38
3578.813,-116472,-0.81
3581.843,-116049,-0.06
3585.186,-115956,0.10
3588.216,-115607,0.72
3591.247,-116053,-0.07
3594.277,-116284,-0.47
3597.307,-116305,-0.51
3600.338,-116181,-0.29
3603.368,-115621,0.70
3606.398,-115692,0.57
3609.743,-116194,-0.32
3612.773,-116035,-0.04
3615.804,-115830,0.33
3618.834,-115923,0.16
3621.864,-115615,0.71
3624.895,-115704,0.55
3627.925,-115586,0.76
3630.955,-115800,0.38
3634.299,-116331,-0.56
3637.329,-115901,0.20
3640.360,-116335,-0.56
3643.390,-115595,0.74
3646.420,-115560,0.80
3649.451,-116007,0.01
3652.481,-115883,0.23
3655.511,-116340,-0.57
3658.847,-116660,-1.14
3661.877,-115784,0.41
3664.908,-115742,0.48
3667.938,-115647,0.65
3670.968,-115960,0.10
3673.999,-116300,-0.50
3677.029,-116239,-0.40
3680.059,-116188,-0.31
3683.402,-116228,-0.38
3686.432,-115691,0.57
3689.463,-115543,0.83
3692.493,-115920,0.17
3695.523,-116048,-0.06
3698.554,-115889,0.22
3701.584,-115572,0.78
3704.614,-115414,1.06
3707.958,-115367,1.14
3710.988,-116488,-0.83
3714.019,-116435,-0.74
3717.049,-116170,-0.27
3720.079,-116052,-0.07
3723.110,-115846,0.30
3726.140,-115802,0.38
3729.170,-116253,-0.42
3732.513,-116274,-0.46
3735.543,-116124,-0.19
3738.574,-116425,-0.72
3741.604,-115831,0.33
3744.634,-115992,0.04
3747.665,-115308,1.25
3750.695,-115800,0.38
3753.725,-115709,0.54
3757.069,-116695,-1.20
3760.099,-115791,0.40
3763.130,-116114,-0.17
3766.160,-116024,-0.02
3769.190,-115453,0.99
3772.221,-116027,-0.02
3775.251,-115792,0.39
3778.281,-116251,-0.42
3781.623,-115911,0.18
3784.653,-115740,0.49
3787.684,-115417,1.06
3790.714,-115426,1.04
3793.744,-116017,-0.00
3796.775,-115992,0.04
3799.805,-115697,0.56
3802.835,-115494,0.92
3806.192,-115952,0.11
3809.222,-115774,0.43
3812.253,-116284,-0.47
3815.283,-115981,0.06
3818.313,-116017,-0.00
3821.344,-115545,0.83
3824.374,-115859,0.28
3827.404,-115796,0.39
3830.748,-116699,-1.21
3833.778,-116429,-0.73
3836.809,-116627,-1.08
3839.839,-116365,-0.62
3842.869,-115911,0.18
3845.900,-115727,0.51
3848.930,-115442,1.01
3851.960,-115836,0.32
3855.303,-115947,0.12
3858.333,-116297,-0.50
3861.364,-116031,-0.03
3864.394,-115800,0.38
3867.424,-115519,0.88
3870.455,-115874,0.25
3873.485,-115711,0.54
3876.515,-116150,-0.24
3879.860,-116581,-1.00
3882.890,-115610,0.72
3885.921,-115796,0.39
3888.951,-115330,1.21
3891.981,-115999,0.03
3895.012,-116529,-0.91
3898.042,-115978,0.07
3901.072,-116087,-0.13
3904.416,-116221,-0.36
3907.446,-115553,0.82
3910.477,-115761,0.45
3913.507,-116012,0.01
3916.537,-116307,-0.52
3919.568,-116050,-0.06
3922.598,-115992,0.04
3925.628,-115477,0.95
3928.965,-115628,0.68
3931.995,-116242,-0.40
3935.026,-116363,-0.61
3938.056,-116398,-0.68
3941.086,-115846,0.30
3944.117,-115551,0.82
3947.147,-115705,0.55
3950.177,-115563,0.80
3953.540,-117336,-2.33
3956.570,-116694,-1.20
3959.601,-116494,-0.85
3962.631,-116333,-0.56
3965.661,-115813,0.36
3968.692,-115600,0.73
3971.722,-115887,0.23
3974.752,-116196,-0.32
3978.077,-117047,-1.82
3981.107,-115776,0.42
3984.138,-115815,0.35
3987.168,-115854,0.28
3990.198,-115480,0.94
3993.229,-115887,0.23
3996.259,-116175,-0.28
3999.289,-116297,-0.50
4002.632,-116216,-0.35
4005.662,-116064,-0.09
4008.693,-115363,1.15
4011.723,-115875,0.25
4014.753,-115873,0.25
4017.784,-117077,-1.87
4020.814,-116325,-0.55
4023.844,-115724,0.51
4027.185,-114787,2.17
4030.215,-115266,1.32
4033.246,-115984,0.05
4036.276,-116396,-0.67
4039.306,-116229,-0.38
4042.337,-115814,0.36
4045.367,-115193,1.45
4048.397,-115257,1.34
4051.743,-115496,0.92
4054.773,-115848,0.30
4057.804,-116381,-0.65
4060.834,-116148,-0.23
4063.864,-115704,0.55
4066.895,-115644,0.66
4069.925,-115838,0.31
4072.955,-116050,-0.06
4076.310,-116902,-1.57
4079.340,-116363,-0.61
4082.371,-115756,0.46
4085.401,-115663,0.62
4088.431,-115345,1.18
4091.462,-115889,0.22
4094.492,-116233,-0.38
4097.522,-116004,0.02
4100.866,-117028,-1.79
4103.896,-115962,0.09
4106.927,-115757,0.46
4109.957,-115582,0.76
4112.987,-116441,-0.75
4116.018,-116086,-0.13
4119.048,-116453,-0.77
4122.078,-115674,0.60
4125.423,-115835,0.32
4128.453,-114852,2.05
4131.484,-115826,0.33
4134.514,-116051,-0.06
4137.544,-116353,-0.60
4140.575,-116067,-0.09
4143.605,-115794,0.39
4146.635,-115523,0.87
4149.977,-116235,-0.39
4153.007,-116083,-0.12
4156.038,-116271,-0.45
4159.068,-116076,-0.11
4162.098,-115670,0.61
4165.129,-116092,-0.14
4168.159,-114995,1.80
4171.189,-116019,-0.01
4174.541,-116203,-0.33
4177.571,-116331,-0.56
4180.602,-116078,-0.11
4183.632,-115590,0.75
4186.662,-115403,1.08
4189.693,-115526,0.86
4192.723,-116202,-0.33
4195.753,-116319,-0.54
4199.089,-117197,-2.09
4202.119,-115789,0.40
4205.150,-115716,0.53
4208.180,-115109,1.60
4211.210,-115793,0.39
4214.241,-116224,-0.37
4217.271,-116071,-0.10
4220.301,-116068,-0.09
4223.636,-115779,0.42
4226.666,-115804,0.37
4229.697,-115505,0.90
4232.727,-115700,0.56
4235.757,-115887,0.23
4238.788,-116764,-1.32
4241.818,-115864,0.27
4244.848,-115914,0.18
4248.194,-115424,1.04
4251.224,-115939,0.13
4254.255,-116623,-1.07
4257.285,-116704,-1.22
4260.315,-116352,-0.59
4263.346,-115648,0.65
4266.376,-115262,1.33
4269.406,-115123,1.58
4272.748,-116306,-0.51
4275.778,-115995,0.04
4278.809,-116394,-0.67
4281.839,-115671,0.61
4284.869,-115658,0.63
4287.900,-115102,1.61
4290.930,-115872,0.25
4293.960,-115713,0.53
4297.303,-116425,-0.72
4300.333,-116199,-0.32
4303.364,-115611,0.71
4306.394,-115716,0.53
4309.424,-115567,0.79
4312.455,-115942,0.13
4315.485,-116072,-0.10
4318.515,-116571,-0.98
4321.862,-116480,-0.82
4324.892,-115547,0.83
4327.923,-115213,1.42
4330.953,-115774,0.43
4333.983,-116236,-0.39
4337.014,-116360,-0.61
4340.044,-116487,-0.83
4343.074,-115750,0.47
4346.426,-116308,-0.52
4349.456,-115750,0.47
4352.487,-116160,-0.26
4355.517,-116223,-0.37
4358.547,-116969,-1.68
4361.578,-115612,0.71
4364.608,-116193,-0.31
4367.638,-115423,1.05
4370.984,-116428,-0.73
4374.014,-116295,-0.49
4377.045,-116064,-0.09
4380.075,-116127,-0.20
4383.105,-116026,-0.02
4386.136,-115072,1.67
4389.166,-115572,0.78
4392.196,-115740,0.49
4395.541,-115894,0.21
4398.571,-116902,-1.57
4401.602,-116122,-0.19
4404.632,-115891,0.22
4407.662,-115110,1.60
4410.693,-115468,0.97
4413.723,-115831,0.33
4416.753,-116714,-1.23
4420.095,-116738,-1.28
4423.125,-115924,0.16
4426.156,-115479,0.95
4429.186,-115349,1.18
4432.216,-116196,-0.32
4435.247,-116684,-1.18
4438.277,-116699,-1.21
4441.307,-116104,-0.16
4444.652,-116130,-0.20
4447.682,-115276,1.30
4450.713,-116039,-0.04
4453.743,-116093,-0.14
4456.773,-116624,-1.08
4459.804,-116227,-0.37
4462.834,-115995,0.04
4465.864,-115702,0.55
4469.206,-116071,-0.10
4472.236,-115853,0.29
4475.267,-116359,-0.61
4478.297,-116459,-0.78
4481.327,-115859,0.28
4484.358,-115992,0.04
4487.388,-115635,0.67
4490.418,-115797,0.39
4493.755,-116366,-0.62
4496.785,-116458,-0.78
4499.816,-116316,-0.53
4502.846,-116049,-0.06
4505.876,-115778,0.42
4508.907,-115310,1.24
4511.937,-115529,0.86
4514.967,-115782,0.41
4518.311,-117224,-2.13
4521.341,-116297,-0.50
4524.372,-115758,0.45
4527.402,-115102,1.61
4530.432,-115882,0.24
4533.463,-116342,-0.58
4536.493,-116478,-0.82
4539.523,-116567,-0.97
4542.865,-115845,0.30
4545.895,-115492,0.92
4548.926,-115429,1.03
4551.956,-115843,0.30
4554.986,-116048,-0.06
4558.017,-116852,-1.48
4561.047,-116010,0.01
4564.077,-115511,0.89
4567.423,-115807,0.37
4570.453,-115534,0.85
4573.484,-116189,-0.31
4576.514,-116347,-0.59
4579.544,-116451,-0.77
4582.575,-116078,-0.11
4585.605,-115846,0.30
4588.635,-115091,1.63
4591.978,-116187,-0.30
4595.008,-116144,-0.23
4598.039,-116767,-1.33
4601.069,-116051,-0.06
4604.099,-115917,0.17
4607.130,-115097,1.62
4610.160,-115262,1.33
4613.190,-115710,0.54
4616.548,-116778,-1.35
4619.578,-116574,-0.99
4622.609,-115858,0.28
4625.639,-115641,0.66
4628.669,-114979,1.83
4631.700,-115660,0.63
4634.730,-116341,-0.58
4637.760,-116544,-0.93
4641.101,-116812,-1.41
4644.131,-115330,1.21
4647.162,-115459,0.98
4650.192,-115379,1.12
4653.222,-115944,0.13
4656.253,-116259,-0.43
4659.283,-116379,-0.64
4662.313,-115830,0.33
4665.653,-115667,0.61
4668.683,-115021,1.76
4671.714,-115863,0.27
4674.744,-116376,-0.64
4677.774,-116773,-1.34
4680.805,-116072,-0.10
4683.835,-116006,0.02
4686.865,-115359,1.16
4690.212,-115839,0.31
4693.242,-115978,0.07
4696.273,-116740,-1.28
4699.303,-117080,-1.88
4702.333,-115791,0.40
4705.364,-115772,0.43
4708.394,-115193,1.45
4711.424,-115778,0.42
4714.768,-117203,-2.10
4717.798,-116875,-1.52
4720.829,-116379,-0.64
4723.859,-115946,0.12
4726.889,-115564,0.80
4729.920,-115161,1.51
4732.950,-115715,0.53
4735.980,-116550,-0.94
4739.324,-116722,-1.25
4742.354,-115649,0.65
4745.385,-115682,0.59
4748.415,-114956,1.87
4751.445,-115613,0.71
4754.476,-116121,-0.19
4757.506,-116603,-1.04
4760.536,-116093,-0.14
4763.868,-115891,0.22
4766.898,-115792,0.39
4769.929,-115165,1.50
4772.959,-115684,0.58
4775.989,-116429,-0.73
4779.020,-116758,-1.31
4782.050,-116398,-0.68
4785.080,-115571,0.78
4788.428,-115089,1.64
4791.458,-115793,0.39
4794.489,-115862,0.27
4797.519,-116459,-0.78
4800.549,-115888,0.22
4803.580,-115683,0.59
4806.610,-115051,1.70
4809.640,-115125,1.57
4812.982,-115936,0.14
4816.012,-116097,-0.14
4819.043,-116621,-1.07
4822.073,-116253,-0.42
4825.103,-115362,1.15
4828.134,-115038,1.73
4831.164,-115604,0.73
4834.194,-116115,-0.18
4837.544,-117080,-1.88
4840.574,-116246,-0.41
4843.605,-115520,0.87
4846.635,-115308,1.25
4849.665,-115318,1.23
4852.696,-116029,-0.02
4855.726,-116759,-1.31
4858.756,-116419,-0.71
4862.111,-116805,-1.39
4865.141,-116008,0.01
4868.172,-115338,1.20
4871.202,-116004,0.02
4874.232,-116134,-0.21
4877.263,-116587,-1.01
4880.293,-116322,-0.54
4883.323,-115742,0.48
4886.649,-115762,0.45
4889.679,-115562,0.80
4892.710,-116132,-0.21
4895.740,-116339,-0.57
4898.770,-116861,-1.49
4901.801,-116050,-0.06
4904.831,-115783,0.41
4907.861,-114874,2.01
4911.216,-115714,0.53
4914.246,-115917,0.17
4917.277,-116545,-0.94
4920.307,-116303,-0.51
4923.337,-115722,0.52
4926.368,-114959,1.86
4929.398,-115294,1.27
4932.428,-116078,-0.11
4935.770,-116026,-0.02
4938.800,-116566,-0.97
4941.831,-115814,0.36
4944.861,-115684,0.58
4947.891,-115040,1.72
4950.922,-115691,0.57
4953.952,-115987,0.05
4956.982,-116248,-0.41
4960.327,-116773,-1.34
4963.357,-115876,0.25
4966.388,-115602,0.73
4969.418,-115116,1.59
4972.448,-116204,-0.33
4975.479,-116092,-0.14
4978.509,-116626,-1.08
4981.539,-115939,0.13
4984.882,-115704,0.55
4987.912,-115474,0.96
4990.943,-115894,0.21
4993.973,-116219,-0.36
4997.003,-116576,-0.99
5000.034,-116295,-0.49
5003.064,-116024,-0.02
5006.094,-115136,1.55
5009.439,-115304,1.26
5012.469,-116080,-0.11
5015.500,-116133,-0.21
5018.530,-116499,-0.85
5021.560,-115999,0.03
5024.591,-115711,0.54
5027.621,-115213,1.42
5030.651,-115728,0.51
5034.020,-116393,-0.67
5037.050,-115959,0.10
5040.081,-116329,-0.55
5043.111,-115758,0.45
5046.141,-115504,0.90
5049.172,-115051,1.70
5052.202,-115708,0.54
5055.232,-115873,0.25
5058.549,-117233,-2.15
5061.579,-115879,0.24
5064.610,-115837,0.31
5067.640,-115272,1.31
5070.670,-115825,0.34
5073.701,-115856,0.28
5076.731,-116499,-0.85
5079.761,-116426,-0.73
5083.098,-115879,0.24
5086.128,-115500,0.91
5089.159,-115631,0.68
5092.189,-116053,-0.07
5095.219,-115932,0.15
5098.250,-116857,-1.49
5101.280,-116088,-0.13
5104.310,-115359,1.16
5107.657,-115916,0.17
5110.687,-115709,0.54
5113.718,-116103,-0.16
5116.748,-116116,-0.18
5119.778,-116533,-0.91
5122.809,-115874,0.25
5125.839,-116011,0.01
5128.869,-115232,1.38
5132.210,-115976,0.07
5135.240,-116349,-0.59
5138.271,-117058,-1.84
5141.301,-116040,-0.04
5144.331,-115554,0.81
5147.362,-115422,1.05
5150.392,-115598,0.74
5153.422,-116244,-0.40
5156.768,-116681,-1.18
5159.798,-116759,-1.31
5162.829,-115716,0.53
5165.859,-115291,1.28
5168.889,-115377,1.13
5171.920,-115907,0.19
5174.950,-116446,-0.76
5177.980,-116463,-0.79
5181.331,-116311,-0.52
5184.361,-115484,0.94
5187.392,-115525,0.87
5190.422,-115699,0.56
5193.452,-116096,-0.14
5196.483,-116698,-1.21
5199.513,-116334,-0.56
5202.543,-116270,-0.45
5205.889,-115955,0.11
5208.919,-115109,1.60
5211.950,-115853,0.29
5214.980,-116154,-0.25
5218.010,-116436,-0.74
5221.041,-116080,-0.11
5224.071,-115717,0.53
5227.101,-115410,1.07
5230.445,-115873,0.25
5233.475,-115963,0.09
5236.506,-116550,-0.94
5239.536,-116398,-0.68
5242.566,-115691,0.57
5245.597,-115461,0.98
5248.627,-114765,2.21
5251.657,-115995,0.04
5255.001,-116584,-1.00
5258.031,-116542,-0.93
5261.062,-116173,-0.28
5264.092,-115416,1.06
5267.122,-115604,0.73
5270.153,-115691,0.57
5273.183,-116052,-0.07
5276.213,-116313,-0.53
5279.562,-116752,-1.30
5282.592,-116365,-0.62
5285.623,-115937,0.14
5288.653,-115372,1.14
5291.683,-115692,0.57
5294.714,-115623,0.69
5297.744,-116492,-0.84
5300.774,-116323,-0.54
5304.112,-116103,-0.16
5307.142,-115350,1.17
5310.173,-115494,0.92
5313.203,-116231,-0.38
5316.233,-115844,0.30
5319.264,-116414,-0.70
5322.294,-115959,0.10
5325.324,-115429,1.03
5328.660,-115339,1.19
5331.690,-116019,-0.01
5334.721,-116202,-0.33
5337.751,-116540,-0.93
5340.781,-116467,-0.80
5343.812,-115683,0.59
5346.842,-115035,1.73
5349.872,-115465,0.97
5353.214,-115974,0.07
5356.244,-116068,-0.09
5359.275,-116575,-0.99
5362.305,-116038,-0.04
5365.335,-115447,1.00
5368.366,-115253,1.35
5371.396,-115663,0.62
5374.426,-115902,0.20
5377.771,-117535,-2.68
5380.801,-116181,-0.29
5383.832,-115709,0.54
5386.862,-115460,0.98
5389.892,-115625,0.69
5392.923,-115841,0.31
5395.953,-116156,-0.25
5398.983,-116521,-0.89
5402.328,-116595,-1.02
5405.358,-115688,0.58
5408.389,-115312,1.24
5411.419,-115885,0.23
5414.449,-115950,0.11
5417.480,-116828,-1.44
5420.510,-116069,-0.10
5423.540,-115793,0.39
5426.884,-115517,0.88
5429.914,-115199,1.44
5432.945,-115812,0.36
5435.975,-116090,-0.13
5439.005,-116834,-1.45
5442.036,-116026,-0.02
5445.066,-115777,0.42
5448.096,-115042,1.72
5451.448,-115540,0.84
5454.478,-116344,-0.58
5457.509,-116311,-0.52
5460.539,-116203,-0.33
5463.569,-116124,-0.19
5466.600,-115405,1.08
5469.630,-115367,1.14
5472.660,-115909,0.19
5476.005,-116889,-1.54
5479.035,-116680,-1.17
5482.066,-115850,0.29
5485.096,-115908,0.19
5488.126,-114850,2.06
5491.157,-115426,1.04
5494.187,-116218,-0.36
5497.217,-116659,-1.14
5500.567,-116428,-0.73
5503.597,-116020,-0.01
5506.628,-115933,0.14
5509.658,-115678,0.60
5512.688,-115451,1.00
5515.719,-116372,-0.63
5518.749,-116160,-0.26
5521.779,-115962,0.09
5525.117,-115419,1.05
5528.147,-114853,2.05
5531.178,-115847,0.30
5534.208,-115839,0.31
5537.238,-116489,-0.84
5540.269,-116362,-0.61
5543.299,-115942,0.13
5546.329,-115504,0.90
5549.672,-115356,1.16
5552.702,-115878,0.24
5555.733,-115811,0.36
5558.763,-116553,-0.95
5561.793,-115998,0.03
5564.824,-115864,0.27
5567.854,-115272,1.31
5570.884,-115378,1.12
5574.228,-116742,-1.28
5577.258,-116114,-0.17
5580.289,-116139,-0.22
5583.319,-116139,-0.22
5586.349,-115623,0.69
5589.380,-115303,1.26
5592.410,-116241,-0.40
5595.440,-116279,-0.47
5598.776,-116684,-1.18
5601.806,-115570,0.79
5604.837,-115417,1.06
5607.867,-115488,0.93
5610.897,-115434,1.03
5613.928,-116225,-0.37
5616.958,-116329,-0.55
5619.988,-116360,-0.61
5623.332,-116085,-0.12
5626.362,-115612,0.71
5629.393,-115192,1.45
5632.423,-116047,-0.06
5635.453,-116264,-0.44
5638.484,-116322,-0.54
5641.514,-115749,0.47
5644.544,-115714,0.53
5647.888,-114921,1.93
5650.918,-115363,1.15
5653.949,-115633,0.67
5656.979,-116475,-0.81
5660.009,-116327,-0.55
5663.040,-115702,0.55
5666.070,-115673,0.60
5669.100,-115132,1.56
5672.444,-116418,-0.71
5675.474,-116163,-0.26
5678.505,-116512,-0.88
5681.535,-115883,0.23
5684.565,-115939,0.13
5687.596,-115384,1.11
5690.626,-115875,0.25
5693.656,-115873,0.25
5697.000,-116483,-0.83
5700.030,-116078,-0.11
5703.061,-115364,1.15
5706.091,-115625,0.69
5709.121,-115299,1.26
5712.152,-115944,0.13
5715.182,-116139,-0.22
5718.212,-116508,-0.87
5721.572,-116652,-1.12
5724.602,-115601,0.73
5727.633,-115124,1.57
5730.663,-115819,0.35
5733.693,-116083,-0.12
5736.724,-116032,-0.03
5739.754,-116132,-0.21
5742.784,-115623,0.69
5746.123,-115654,0.64
5749.153,-115322,1.22
5752.184,-115837,0.31
5755.214,-115967,0.08
5758.244,-116245,-0.41
5761.275,-115895,0.21
5764.305,-115534,0.85
5767.335,-115310,1.24
5770.678,-115768,0.44
5773.708,-115702,0.55
5776.739,-116455,-0.78
5779.769,-116541,-0.93
5782.799,-115723,0.52
5785.830,-115367,1.14
5788.860,-115300,1.26
5791.890,-115693,0.57
5795.234,-116827,-1.43
5798.264,-116604,-1.04
5801.295,-115880,0.24
5804.325,-115387,1.11
5807.355,-115563,0.80
5810.386,-115544,0.83
5813.416,-116103,-0.16
5816.446,-116855,-1.48
5819.790,-116561,-0.96
5822.820,-115856,0.28
5825.851,-115867,0.26
5828.881,-115492,0.92
5831.911,-115660,0.63
5834.942,-116304,-0.51
5837.972,-116792,-1.37
5841.002,-116019,-0.01
5844.346,-116101,-0.15
5847.376,-115152,1.52
5850.407,-115547,0.83
5853.437,-116147,-0.23
5856.467,-116277,-0.46
5859.498,-116383,-0.65
5862.528,-115863,0.27
5865.558,-115578,0.77
5868.893,-115638,0.67
5871.923,-115700,0.56
5874.954,-116332,-0.56
5877.984,-116791,-1.37
5881.014,-116169,-0.27
5884.045,-115629,0.68
5887.075,-115151,1.53
5890.105,-115836,0.32
5893.449,-116487,-0.83
5896.479,-116058,-0.08
5899.510,-116392,-0.67
5902.540,-115843,0.30
5905.570,-115770,0.43
5908.601,-115459,0.98
5911.631,-115779,0.42
5914.661,-115949,0.12
5918.006,-116869,-1.51
5921.036,-115960,0.10
5924.067,-115532,0.85
5927.097,-115855,0.28
5930.127,-115315,1.24
5933.158,-116055,-0.07
5936.188,-116135,-0.21
5939.218,-116213,-0.35
5942.569,-116346,-0.58
5945.599,-115556,0.81
5948.630,-115565,0.79
5951.660,-115854,0.28
5954.690,-115910,0.19
5957.721,-116415,-0.71
5960.751,-116004,0.02
5963.781,-115559,0.81
5967.118,-115779,0.42
5970.148,-115809,0.36
5973.179,-115951,0.11
5976.209,-116010,0.01
5979.239,-116470,-0.80
5982.270,-115839,0.31
5985.300,-115628,0.68
5988.330,-115165,1.50
5991.674,-115500,0.91
5994.704,-116136,-0.21
5997.735,-116080,-0.11
6000.765,-116455,-0.78
6003.795,-115682,0.59
6006.826,-115714,0.53
6009.856,-115614,0.71
6012.886,-115652,0.64
6016.239,-116487,-0.83
6019.269,-116599,-1.03
6022.300,-115546,0.83
6025.330,-115991,0.04
6028.360,-115053,1.70
6031.391,-115595,0.74
6034.421,-116304,-0.51
6037.451,-116099,-0.15
6040.797,-116451,-0.77
6043.827,-115851,0.29
6046.858,-115766,0.44
6049.888,-115348,1.18
6052.918,-115811,0.36
6055.949,-116069,-0.10
6058.979,-116445,-0.76
6062.009,-115658,0.63
6065.352,-115915,0.18
6068.382,-115617,0.70
6071.413,-115627,0.69
6074.443,-116248,-0.41
6077.473,-116218,-0.36
6080.504,-116101,-0.15
6083.534,-116037,-0.04
6086.564,-115596,0.74
6089.908,-115645,0.65
6092.938,-115784,0.41
6095.969,-115674,0.60
6098.999,-116280,-0.47
6102.029,-115888,0.22
6105.060,-115713,0.53
6108.090,-115288,1.28
6111.120,-115435,1.02
6114.465,-116343,-0.58
6117.495,-115992,0.04
6120.526,-115954,0.11
6123.556,-115548,0.82
6126.586,-115898,0.21
6129.617,-115444,1.01
6132.647,-115864,0.27
6135.677,-116002,0.02
6139.011,-116890,-1.54
6142.041,-115919,0.17
6145.072,-115388,1.11
6148.102,-115961,0.10
6151.132,-116039,-0.04
6154.163,-116046,-0.05
6157.193,-116026,-0.02
6160.223,-116135,-0.21
6163.575,-115873,0.25
6166.605,-115645,0.65
6169.636,-115870,0.26
6172.666,-115480,0.94
6175.696,-116227,-0.37
6178.727,-115951,0.11
6181.757,-116274,-0.46
6184.787,-115759,0.45
6188.125,-115862,0.27
6191.155,-115766,0.44
6194.186,-115849,0.29
6197.216,-116429,-0.73
6200.246,-115739,0.49
6203.277,-115522,0.87
6206.307,-115286,1.29
6209.337,-115712,0.54
6212.680,-116058,-0.08
6215.710,-116164,-0.26
6218.741,-115663,0.62
6221.771,-115865,0.27
6224.801,-115789,0.40
6227.832,-115524,0.87
6230.862,-115935,0.14
6233.892,-115797,0.39
6237.236,-116260,-0.43
6240.266,-115904,0.20
6243.297,-115746,0.48
6246.327,-115328,1.21
6249.357,-115689,0.58
6252.388,-115777,0.42
6255.418,-115966,0.09
6258.448,-116511,-0.88
6261.792,-115748,0.47
6264.822,-116014,0.00
6267.853,-115287,1.29
6270.883,-115598,0.74
6273.913,-115966,0.09
6276.944,-116725,-1.25
6279.974,-115772,0.43
6283.004,-115706,0.55
6286.358,-116417,-0.71
6289.388,-115474,0.96
6292.419,-116044,-0.05
6295.449,-115850,0.29
6298.479,-115986,0.05
6301.510,-115871,0.25
6304.540,-115811,0.36
6307.570,-115544,0.83
6310.914,-116020,-0.01
6313.944,-116589,-1.01
6316.975,-116101,-0.15
6320.005,-116388,-0.66
6323.035,-115813,0.36
6326.066,-116083,-0.12
6329.096,-115225,1.39
6332.126,-115549,0.82
6335.471,-116180,-0.29
6338.501,-115923,0.16
6341.532,-115601,0.73
6344.562,-115444,1.01
6347.592,-115535,0.85
6350.623,-115823,0.34
6353.653,-116085,-0.12
6356.683,-116110,-0.17
6360.026,-116709,-1.23
6363.056,-115850,0.29
6366.087,-115463,0.97
6369.117,-115886,0.23
6372.147,-115876,0.25
6375.178,-116515,-0.88
6378.208,-116110,-0.17
6381.238,-115867,0.26
6384.588,-115925,0.16
6387.618,-115391,1.10
6390.649,-115934,0.14
6393.679,-116214,-0.35
6396.709,-115882,0.24
6399.740,-116506,-0.87
6402.770,-115805,0.37
6405.800,-115815,0.35
6409.138,-115671,0.61
6412.168,-115851,0.29
6415.199,-116030,-0.03
6418.229,-116087,-0.13
6421.259,-115921,0.17
6424.290,-115744,0.48
6427.320,-115358,1.16
6430.350,-115514,0.88
6433.686,-116524,-0.90
6436.716,-116007,0.01
6439.747,-116514,-0.88
6442.777,-115559,0.81
6445.807,-115629,0.68
6448.838,-115131,1.56
6451.868,-115471,0.96
