-111084	0.5
-111148	0.3
-111154	0.3
-111344	0.0
-111286	0.1
-111134	0.4
-111107	0.4
-111239	0.2
-110985	0.6
-111097	0.4
-111069	0.5
-111139	0.4
-111110	0.4
-111255	0.2
-111176	0.3
-111157	0.3
-111181	0.3
-111221	0.2
-111015	0.6
-111066	0.5
-111005	0.6
-111155	0.3
-110997	0.6
-111128	0.4
-111257	0.2
-111105	0.4
-111086	0.5
-111119	0.4
-110975	0.7
-111164	0.3
-111215	0.2
-111055	0.5
-110997	0.6
-111140	0.4
-111164	0.3
-111153	0.3
-111096	0.4
-111157	0.3
-111123	0.4
-111243	0.2
-111154	0.3
-111101	0.4
-111159	0.3
-111080	0.5
-111084	0.5
-111018	0.6
-111138	0.4
-110998	0.6
-111069	0.5
-110995	0.6
-111075	0.5
-111136	0.4
-111154	0.3
-110959	0.7
-111076	0.5
-111280	0.1
-111128	0.4
-111196	0.3
-111072	0.5
-111273	0.1
-111050	0.5
-111321	0.0
-111106	0.4
-111279	0.1
-111140	0.4
-111261	0.1
-111014	0.6
-111143	0.4
-111136	0.4
-111109	0.4
-111061	0.5
-111070	0.5
-111109	0.4
-111094	0.4
-111083	0.5
-111021	0.6
-111153	0.3
-110995	0.6
-111106	0.4
-111089	0.5
-111061	0.5
-111178	0.3
-111007	0.6
-111107	0.4
-111105	0.4
-111106	0.4
-111022	0.6
-111061	0.5
-111079	0.5
-111055	0.5
-111175	0.3
-111109	0.4
-111127	0.4
-111006	0.6
-111082	0.5
-111228	0.2
-111103	0.4
-111010	0.6
-111160	0.3
-111205	0.2
-111080	0.5
-111236	0.2
-111306	0.1
-111225	0.2
-111102	0.4
-111104	0.4
-111147	0.3
-111063	0.5
-111084	0.5
-111305	0.1
-111046	0.5
-111194	0.3
-110992	0.6
-111087	0.5
-111131	0.4
-111105	0.4
-111085	0.5
-111094	0.4
-111009	0.6
-111104	0.4
-111193	0.3
-111007	0.6
-111092	0.4
-111310	0.1
-111035	0.5
-111096	0.4
-110977	0.6
-111066	0.5
-111054	0.5
-111086	0.5
-111199	0.3
-111139	0.4
-111079	0.5
-111142	0.4
-111184	0.3
-111150	0.3
-111112	0.4
-111177	0.3
-111086	0.5
-111127	0.4
-111125	0.4
-111084	0.5
-111273	0.1
-111124	0.4
-111060	0.5
-111009	0.6
-111069	0.5
-111033	0.6
-110990	0.6
-111119	0.4
-111084	0.5
-111213	0.2
-111100	0.4
-110941	0.7
-111132	0.4
-111095	0.4
-111070	0.5
-111136	0.4
-111106	0.4
-111063	0.5
-111193	0.3
-111022	0.6
-111151	0.3
-110961	0.7
-110935	0.7
-111042	0.5
-111020	0.6
-111119	0.4
-111109	0.4
-111102	0.4
-111100	0.4
-111061	0.5
-111030	0.6
-111136	0.4
-111032	0.6
-111267	0.1
-111081	0.5
-110991	0.6
-111120	0.4
-111135	0.4
-111209	0.2
-111116	0.4
-111043	0.5
-111011	0.6
-111066	0.5
-111135	0.4
-111061	0.5
-111214	0.2
-111102	0.4
-111143	0.4
-111134	0.4
-111054	0.5
-111070	0.5
-111037	0.5
-111035	0.5
-111125	0.4
-111060	0.5
-111055	0.5
-111193	0.3
-111127	0.4
-111088	0.5
-111008	0.6
-111145	0.4
-111033	0.6
-111099	0.4
-111136	0.4
-111030	0.6
-111183	0.3
-111199	0.3
-111054	0.5
-111043	0.5
-111105	0.4
-110983	0.6
-110969	0.7
-111126	0.4
-111137	0.4
-111080	0.5
-111093	0.4
-111114	0.4
-111124	0.4
-111213	0.2
-111099	0.4
-111027	0.6
-111086	0.5
-111139	0.4
-111105	0.4
-110995	0.6
-111030	0.6
-111129	0.4
-111064	0.5
-111065	0.5
-111141	0.4
-111092	0.4
-110986	0.6
-111184	0.3
-111059	0.5
-110930	0.7
-111077	0.5
-110977	0.6
-111047	0.5
-111083	0.5
-111217	0.2
-111207	0.2
-111068	0.5
-111205	0.2
-111001	0.6
-111134	0.4
-111101	0.4
-111032	0.6
-111118	0.4
-111098	0.4
-111124	0.4
-111054	0.5
-111068	0.5
-111111	0.4
-111091	0.4
-111205	0.2
-111063	0.5
-111080	0.5
-111155	0.3
-111127	0.4
-111084	0.5
-111257	0.2
-111125	0.4
-111040	0.5
-111048	0.5
-111209	0.2
-111003	0.6
-111093	0.4
-111226	0.2
-111146	0.4
-111085	0.5
